,name,neighbourhood,latitude,longitude,room_type
5594,Stayinn Barefoot Condesa,Cuauhtémoc,19.41152,-99.17673,Private room
5595,"Casa Donceles PH ❤️ balconies with views,Location!",Cuauhtémoc,19.43617,-99.13903,Entire home/apt
5596,"Bedroom with own private bathroom.
5th floor.",Benito Juárez,19.40061,-99.15366,Private room
5597,Guest House CDMX Norte - CASA PANORAMA - Recámara2,Gustavo A. Madero,19.50618,-99.11886,Private room
5598,Habitación independiente con baño,Tlalpan,19.27652,-99.15037,Private room
5599,Loft en Santa Fe,Álvaro Obregón,19.378079999999997,-99.25409,Entire home/apt
5600,Coyoacán a tu alcance.,Coyoacán,19.34708,-99.15308,Private room
5601,estudio en la condesa,Cuauhtémoc,19.41516,-99.17575,Private room
5602,Best Location in Zona Rosa / 1br Designer Apt BV3,Cuauhtémoc,19.425929999999997,-99.16582,Entire home/apt
5603,Best Location in Zona Rosa / 1br Luxurious Apt BV2,Cuauhtémoc,19.42701,-99.16568000000001,Entire home/apt
5604,"Single room in Historic Center, Mexico",Cuauhtémoc,19.42813,-99.14525,Private room
5605,"independet room  wtc walking distance! SUBWAY,MALL",Benito Juárez,19.38825,-99.1785,Private room
5606,Ideal for Bussines Executive,Cuauhtémoc,19.43135,-99.1662,Entire home/apt
5607,Cool and cozy loft across National Museum of Art,Cuauhtémoc,19.436239999999998,-99.1401,Entire home/apt
5608,Andy‘ s,Benito Juárez,19.400370000000002,-99.16054,Private room
5609,Apartment Down Town/ 11 G,Cuauhtémoc,19.43371,-99.14692,Entire home/apt
5610,Chill place,Gustavo A. Madero,19.47015,-99.07043,Private room
5611,"DEPARTAMENTO NUEVO, CERCA DE CENTRO HISTORICO",Cuauhtémoc,19.41933,-99.14208,Entire home/apt
5612,Habitación / Estudio en Insurgentes Sur.,Tlalpan,19.291529999999998,-99.1863,Private room
5613,NY AMAZING PLACE GREAT LOCATION AWESOME PEOPLE,Coyoacán,19.313779999999998,-99.13235999999999,Private room
5614,Beautiful and brand new Suites! (T2),Miguel Hidalgo,19.4367,-99.18032,Private room
5615,Departamento completo para familias,Iztapalapa,19.380760000000002,-99.08675,Private room
5616,Cozy Relaxing Private Room (New Polanco),Miguel Hidalgo,19.44334,-99.20217,Private room
5617,Lovely Room in Lindavista :),Gustavo A. Madero,19.48695,-99.14246999999999,Private room
5618,Estudio independiente ubicado en Coyoacán,Coyoacán,19.34394,-99.16962,Entire home/apt
5619,Modern & Spacious 2BR Apartment | Jardin Pushkin,Cuauhtémoc,19.42144,-99.15266,Entire home/apt
5620,Lindo cuarto cerca de la UNAM,Álvaro Obregón,19.33769,-99.1961,Private room
5621,New Apartment!!! 10 mins to Polanco! No Parking !,Miguel Hidalgo,19.4543,-99.18571,Entire home/apt
5622,La Parcela Tecanco.,Xochimilco,19.231679999999997,-99.07226999999999,Private room
5623,"Luxury Apartment for rent, Furnished and Equipped",Benito Juárez,19.36324,-99.16373,Entire home/apt
5624,"independiente, céntrica, espaciosa",Miguel Hidalgo,19.43101,-99.17307,Private room
5625,Rento Recamarita Bondad en Santa Fe,Cuajimalpa de Morelos,19.36732,-99.26923000000001,Private room
5626,Studio Vintage,Cuauhtémoc,19.417360000000002,-99.16895,Entire home/apt
5627,Casa Q BnB,Venustiano Carranza,19.41016,-99.10164,Private room
5628,Cuarto en la Narvarte,Benito Juárez,19.38531,-99.156,Entire home/apt
5629,"A 10 min Autódromo Hermanos Rodríguez, Aeropuerto",Iztacalco,19.40614,-99.07099000000001,Entire home/apt
5630,"Condesa,tres habitaciones",Cuauhtémoc,19.411270000000002,-99.17689,Entire home/apt
5631,"Rento Recámara   "" Amor""  en Santa Fe",Álvaro Obregón,19.36876,-99.26813,Private room
5632,Recamara cómoda en casa confortable y limpia,La Magdalena Contreras,19.30895,-99.23736,Private room
5633,Private bedroom/bathroom heart  CDMX near Polanco,Miguel Hidalgo,19.44291,-99.19133000000001,Private room
5634,"Apartment in Polanco, Mexico City",Miguel Hidalgo,19.43076,-99.18205999999999,Entire home/apt
5635,"Tranquility, security and excellent service!!",Benito Juárez,19.36564,-99.14577,Private room
5636,Entire Apartment Near Frida Kahlo,Benito Juárez,19.36,-99.15061999999999,Entire home/apt
5637,Cómoda y Hermosa habitación,Tlalpan,19.28531,-99.13302,Private room
5638,New! Entire Apartment South CDMX,Benito Juárez,19.37229,-99.14094,Entire home/apt
5639,Comfy 1 bedroom at Mexico City (Coyoacan),Coyoacán,19.30661,-99.17278,Private room
5640,Peaceful & Quiet Apartment/Terrace in CDMX/ROMA,Cuauhtémoc,19.41805,-99.16315999999999,Entire home/apt
5641,"Brand new, ultra flexible great location apartment",Miguel Hidalgo,19.45528,-99.21055,Entire home/apt
5642,Cómoda habitación en la Santa María,Cuauhtémoc,19.4589,-99.15679,Private room
5643,Casa Lopez,Cuauhtémoc,19.430999999999997,-99.14282,Entire home/apt
5644,3 cuartos en zona muy céntrica,Iztacalco,19.37901,-99.12703,Private room
5645,Gran opción para tu estancia en México,Cuauhtémoc,19.43771,-99.16221,Entire home/apt
5646,"Big, bright and cozy in Roma",Cuauhtémoc,19.41262,-99.15933000000001,Entire home/apt
5647,Cozy studio / excellent location at Parque Mexico,Cuauhtémoc,19.40995,-99.16993000000001,Entire home/apt
5648,King of Polanco | 4 Bedrooms | 24/7 Security,Miguel Hidalgo,19.428729999999998,-99.18973000000001,Entire home/apt
5649,"PrivateRoom, excellent ubication, private bathroom",Benito Juárez,19.39066,-99.15049,Private room
5650,RENTA DE CUARTO,Benito Juárez,19.38174,-99.14554,Private room
5651,Habitación con baño privado.,Cuauhtémoc,19.40778,-99.16494,Private room
5652,TEC CCM - HOSPITALES XOCHIMILCO SUITES,Tlalpan,19.28615,-99.12671999999999,Entire home/apt
5653,Condesa House - Uxmal room,Cuauhtémoc,19.412589999999998,-99.18041,Private room
5654,Luxurious & Chic 2 BR Apt Polanquito Lincon Park,Miguel Hidalgo,19.429779999999997,-99.20057,Entire home/apt
5655,1920s Tile House II,Cuauhtémoc,19.4084,-99.1644,Entire home/apt
5656,Great Apt. in the heart of Colonia Juárez,Cuauhtémoc,19.42582,-99.16167,Entire home/apt
5657,Lovely and convenient apartment.,Cuauhtémoc,19.43959,-99.15933000000001,Entire home/apt
5658,Nilo's apartment,Cuauhtémoc,19.430310000000002,-99.17208000000001,Private room
5659,Comparto departamento en Paseos de Taxqueña,Coyoacán,19.34655,-99.12467,Private room
5660,"Loft a doble altura, privado e innovador",Álvaro Obregón,19.36099,-99.18796999999999,Private room
5661,Best and cool location in Del Valle. Mejor imposib,Benito Juárez,19.37922,-99.16209,Private room
5662,Studio-apartment in the heart of Condesa (small),Cuauhtémoc,19.415689999999998,-99.17565,Entire home/apt
5663,"Depa lindo, cómodo y excelente ubicación!",Benito Juárez,19.38533,-99.15736,Private room
5664,"SPACIOUS & BRIGHT place in Polanco, Carso, Soumaya",Miguel Hidalgo,19.43907,-99.20862,Entire home/apt
5665,Boho Coyo,Coyoacán,19.3512,-99.1625,Entire home/apt
5666,Trendy Colonia Juarez! Walk your way in the city.,Cuauhtémoc,19.42625,-99.15957,Private room
5667,"Large, friendly apartment with excellent location",Benito Juárez,19.39765,-99.15119,Private room
5668,Best Location! Two Bedroom Apt in Zona Rosa BV1,Cuauhtémoc,19.42683,-99.16578,Entire home/apt
5669,Lovely and central APPT,Benito Juárez,19.395570000000003,-99.17031,Entire home/apt
5670,"Roma Studio, Plant-Filled Getaway in Heart of CDMX",Cuauhtémoc,19.41122,-99.16634,Entire home/apt
5671,Lovely cozy room in the south of the city,Tlalpan,19.29916,-99.11094,Private room
5672,Great apt in Roma Nte. perfect view&well located,Cuauhtémoc,19.42299,-99.16206,Entire home/apt
5673,Depto en Polanco exelente ubicacion,Miguel Hidalgo,19.44181,-99.20087,Entire home/apt
5674,Cozy Apartment in Reforma Avenue,Cuauhtémoc,19.437160000000002,-99.14723000000001,Entire home/apt
5675,"Profesores/Estudiantes CU, ITAM, TEC, en Coyoacan",Coyoacán,19.341929999999998,-99.17227,Private room
5676,Bienvenida a la Cassa Verde / White Room,Benito Juárez,19.39167,-99.15735,Private room
5677,Cómodo departamento a metros de la Condesa,Miguel Hidalgo,19.4122,-99.18383,Private room
5678,Hermosa y amplia casa con jardín cerca del CENART,Iztapalapa,19.35886,-99.13065,Entire home/apt
5679,Residencia estudiantil CEPE UNAM.,Coyoacán,19.33437,-99.17676,Private room
5680,ALLEGRO SUITES,Azcapotzalco,19.46276,-99.16346999999999,Private room
5681,Cool apartment in La Condesa,Cuauhtémoc,19.40693,-99.17038000000001,Entire home/apt
5682,Departamento Céntrico a unas calles de reforma 222,Cuauhtémoc,19.430239999999998,-99.15615,Private room
5683,Amazing loft in Paseo de la Reforma,Cuauhtémoc,19.43425,-99.1531,Entire home/apt
5684,Polanco near Antara 2 Bedroom / 2.5 Bath,Miguel Hidalgo,19.44353,-99.20182,Entire home/apt
5685,"Santa Fe, Cuajimalpa.",Cuajimalpa de Morelos,19.36949,-99.28473000000001,Private room
5686,Safe and comfortable rooms near coyoacan.,Coyoacán,19.3364,-99.16171,Private room
5687,Loft con gran vista y ubicación en Del Valle,Benito Juárez,19.37187,-99.17121999999999,Entire home/apt
5688,Roma/Condesa confortable departamento apartamento,Cuauhtémoc,19.41133,-99.1656,Entire home/apt
5689,Habitación en Casa Rosa Condesa de 1937. CdMx,Cuauhtémoc,19.4055,-99.17438,Private room
5690,Susymario,Iztacalco,19.39817,-99.06063,Entire home/apt
5691,Cozy safe& trendy Polanco,Miguel Hidalgo,19.437089999999998,-99.18526999999999,Entire home/apt
5692,Roma Norte sunny & beautiful apartment,Cuauhtémoc,19.418210000000002,-99.15479,Entire home/apt
5693,Hakunamatata Depa a 5 minutos de la Condesa,Miguel Hidalgo,19.414279999999998,-99.18361,Private room
5694,Rento recamara de casa al sur de la CDMX,Tlalpan,19.30235,-99.17135,Private room
5695,PANKY'S HOUSE,Cuauhtémoc,19.43444,-99.14869,Private room
5696,Nápoles 100 hermosos metros2! Come and stay here:),Benito Juárez,19.38935,-99.17872,Entire home/apt
5697,Private Room in Picturesque SAN ANGEL area,Álvaro Obregón,19.35161,-99.19268000000001,Private room
5698,"Bonita habitación, muy iluminada y súper ubicada",Benito Juárez,19.39639,-99.1597,Private room
5699,Habitaciones con terraza. Mejor ubicaciòn,Miguel Hidalgo,19.40404,-99.17719,Private room
5700,Up to 5 Apts. in One House!!! Perfect for Groups!!,Venustiano Carranza,19.41774,-99.11891999999999,Entire home/apt
5701,Habitación privada confortable,Iztapalapa,19.3269,-99.10580999999999,Private room
5702,Departamento Art deco CONDESA planta baja,Cuauhtémoc,19.411579999999997,-99.16796,Entire home/apt
5703,Homy room close UNAM,Coyoacán,19.339470000000002,-99.18296,Private room
5704,Departamento cerca de la UNAM y metro copilco 5_3,Coyoacán,19.3384,-99.17071,Private room
5705,Vibrant Room in Historic Downtown,Cuauhtémoc,19.42809,-99.14123000000001,Private room
5706,Singular style studio/apartment Coyoacán,Coyoacán,19.34389,-99.15201,Entire home/apt
5707,Tu casa cuando estés en Ciudad de México.,Gustavo A. Madero,19.50668,-99.09874,Entire home/apt
5708,Hermoso-Beautiful-Departamento-Apartement-Mexico,Coyoacán,19.34998,-99.12455,Entire home/apt
5709,Habitación cómoda y funcional,Benito Juárez,19.39558,-99.14848,Private room
5710,Condesa/Escandón Departamento con super ubicación,Miguel Hidalgo,19.401510000000002,-99.18370999999999,Entire home/apt
5711,Cuarto Pitaya. Amplia habitación en Coyoacán,Coyoacán,19.35381,-99.15951,Private room
5712,Penthouse Roma Norte/Condesa. EVERYTHING YOU NEED,Cuauhtémoc,19.42024,-99.17153,Entire home/apt
5713,(B) Habitación Doble con baño privado @Hostal Yuma,Iztacalco,19.39546,-99.11309,Private room
5714,10 min from Airport and shared bathroom,Gustavo A. Madero,19.48151,-99.09308,Private room
5715,Habitación privada comoda e ilumina,Azcapotzalco,19.46099,-99.17782,Private room
5716,Tastefully curated apartment with pool,Miguel Hidalgo,19.43044,-99.19169000000001,Entire home/apt
5717,confortable & acogedora casita al sur de la ciudad,Tlalpan,19.30455,-99.22963,Entire home/apt
5718,Suite Loft 403 @Izta54,Cuauhtémoc,19.41067,-99.16973,Private room
5719,Departamento muy cerca de estación Buenavista,Cuauhtémoc,19.44487,-99.15203000000001,Entire home/apt
5720,Family Apartment 404 @izta54,Cuauhtémoc,19.41111,-99.16871,Private room
5721,Bright & spacious room two blocks from Roma,Cuauhtémoc,19.41512,-99.15148,Private room
5722,4  amazing condos @ downtown for 16 (P 16 ppl),Cuauhtémoc,19.44039,-99.1344,Entire home/apt
5723,318_Apartamento en Polanco para 2 personas,Miguel Hidalgo,19.43148,-99.1838,Private room
5724,"""El Sol"" Mexican Loft",Cuauhtémoc,19.4479,-99.15597,Entire home/apt
5725,225_Suite con Desayuno en Polanco,Miguel Hidalgo,19.43365,-99.19426,Private room
5726,"Oasis en la ciudad, cuarto en hermosa casa antigua",Cuauhtémoc,19.41766,-99.15473,Private room
5727,Private Room at Siroco Tower in Santa Fe,Cuajimalpa de Morelos,19.3581,-99.27232,Private room
5728,Centric & confortable  WTC zone!,Benito Juárez,19.381220000000003,-99.17378000000001,Entire home/apt
5729,Mejor ubicación y servicios,Benito Juárez,19.3959,-99.17255,Entire home/apt
5730,Casa En condominio MAITENCILLO CHILE  6 personas.,Iztapalapa,19.315,-99.09236999999999,Entire home/apt
5731,Habitación en el corazón de la Roma,Cuauhtémoc,19.41403,-99.16405999999999,Private room
5732,Cónfort place. 10  minutes from the AirPort.,Benito Juárez,19.39883,-99.15401,Private room
5733,140_ Habitación en Polanco para 1 o 2 personas,Miguel Hidalgo,19.43127,-99.19442,Private room
5734,79_Suite en Masaryk con desayuno máximo 2 personas,Miguel Hidalgo,19.430989999999998,-99.19598,Private room
5735,38_Departamento para 2 personas en Polanco,Miguel Hidalgo,19.433529999999998,-99.19614,Private room
5736,"85_Departamento con cocineta y sala 1, 2 personas.",Benito Juárez,19.39159,-99.17685,Private room
5737,Private room in cozy apartment; great location,Benito Juárez,19.36402,-99.17616,Private room
5738,Recamara en PH en col. Del Valle cerca de WTC,Benito Juárez,19.39053,-99.1679,Private room
5739,Best location in Mexico City/Excelente habitación!,Cuauhtémoc,19.4262,-99.15692,Private room
5740,Big room in the heart of Roma Norte,Cuauhtémoc,19.418860000000002,-99.16242,Private room
5741,My pets and I will be happy to share home with you,Coyoacán,19.33309,-99.14659,Private room
5742,Calle 15.,Benito Juárez,19.390520000000002,-99.18370999999999,Private room
5743,Rascacielito,Cuauhtémoc,19.43223,-99.16894,Entire home/apt
5744,Condesa Aurora 2 rooms apartment.,Cuauhtémoc,19.41677,-99.17473000000001,Private room
5745,Condesa Aurora Sun Room Edif. Condesa,Cuauhtémoc,19.41694,-99.17591999999999,Private room
5746,Buda 13e,Miguel Hidalgo,19.445870000000003,-99.20151,Entire home/apt
5747,Departamento Condesa Compartido,Cuauhtémoc,19.40701,-99.1782,Private room
5748,Departamento Nápoles viajeros,Benito Juárez,19.38756,-99.1763,Private room
5749,Comfortable New Polanco Place,Miguel Hidalgo,19.4455,-99.20381,Entire home/apt
5750,Beautiful apartment typically mexican,Cuauhtémoc,19.43853,-99.16206,Entire home/apt
5751,Casita de la Palma,Coyoacán,19.35388,-99.14933,Entire home/apt
5752,casa valery iztapalapa,Iztapalapa,19.3185,-99.0442,Entire home/apt
5753,Comfortable apartment located in Roma Norte,Cuauhtémoc,19.4182,-99.16859000000001,Entire home/apt
5754,Cozy flat at the heart of Mexico City.,Cuauhtémoc,19.422520000000002,-99.17248000000001,Private room
5755,"Lovely and prívate Loft,Narvarte! near everywhere.",Benito Juárez,19.39599,-99.15097,Entire home/apt
5756,Bonita casa antigua con excelente ubicación!,Benito Juárez,19.36729,-99.18772,Entire home/apt
5757,Cuarto amueblado con baño,Iztapalapa,19.29354,-99.06732,Private room
5758,Intimate and Stylish Time Travel Apartment,Cuauhtémoc,19.421039999999998,-99.16068,Entire home/apt
5759,"RENTO HABITACIÓN ""LEALTAD""  CON TERRAZA PRIVADA",Cuajimalpa de Morelos,19.36843,-99.26776,Private room
5760,SUITE FOR EXECUTIVES AND VACATIONERS,Benito Juárez,19.39452,-99.18101,Entire home/apt
5761,Gorgeous 3 bedroom apt in La Roma,Cuauhtémoc,19.41627,-99.15924,Entire home/apt
5762,Super mexican loft con excelente vista de CDMX,Álvaro Obregón,19.39302,-99.19403,Entire home/apt
5763,Apetecible roof apartment con terraza privada,Coyoacán,19.3414,-99.17185,Entire home/apt
5764,Comfy Room in the Best Location!,Benito Juárez,19.37337,-99.17023,Private room
5765,Depto. Impresionante vista a Refoma,Cuauhtémoc,19.43433,-99.15525,Private room
5766,"**Loft style, 2 beds & baths, parking, low level.",Cuauhtémoc,19.41315,-99.15768,Entire home/apt
5767,Lovely room near to Coyoacán,Benito Juárez,19.37193,-99.15547,Private room
5768,Koke's bar,Benito Juárez,19.40292,-99.14206999999999,Entire home/apt
5769,Único ! En el corazón de Polanco,Miguel Hidalgo,19.430999999999997,-99.19147,Private room
5770,Suites Perisur Apartamentos Amueblados,Coyoacán,19.3048,-99.18228,Private room
5771,DEPARTAMENTO AMUEBLADO EN EL CORAZON DE POLANCO,Miguel Hidalgo,19.436970000000002,-99.19386,Entire home/apt
5772,Room with big closet @ Casa VAA (Condesa area),Miguel Hidalgo,19.40285,-99.17385999999999,Private room
5773,Beautiful room at CASA VAA w/patio & garden.,Miguel Hidalgo,19.40173,-99.17235,Private room
5774,Room with private terraza @ casaVAA (Condesa Area),Miguel Hidalgo,19.402929999999998,-99.17173000000001,Private room
5775,Casa León Roma,Cuauhtémoc,19.404239999999998,-99.15666,Entire home/apt
5776,Artsy apartment in historic Juárez neighborhood,Cuauhtémoc,19.426389999999998,-99.15314000000001,Entire home/apt
5777,Increíble lugar en CDMX!!!!,Cuauhtémoc,19.4278,-99.15325,Entire home/apt
5778,"HabitaciónPrivada, CERCA DE CENTRO REFORMA ÁNGEL.",Cuauhtémoc,19.42653,-99.1737,Private room
5779,Coyoacan's Beautiful & Quiet Roof Studio w/Terrace,Coyoacán,19.3407,-99.15596,Private room
5780,Casa Xitle,Tlalpan,19.24569,-99.2325,Entire home/apt
5781,Gil's Home,Cuauhtémoc,19.42765,-99.15706,Shared room
5782,Suites in Refurbished home of 1940 @cdmx,Miguel Hidalgo,19.41362,-99.18334,Private room
5783,Lindo departamento bien ubicado.,Venustiano Carranza,19.41029,-99.12349,Entire home/apt
5784,Great location apartment whit security 3 bedrooms,Miguel Hidalgo,19.437620000000003,-99.1887,Entire home/apt
5785,"Comfortable studio close to the airport, downtown",Venustiano Carranza,19.4268,-99.10643,Entire home/apt
5786,Casa Mesones,Cuauhtémoc,19.42782,-99.13768,Entire home/apt
5787,La Hacienda Deluxe,Cuauhtémoc,19.42822,-99.1395,Private room
5788,Modern & comfortable apartment / Depa moderno,Benito Juárez,19.4006,-99.16219,Private room
5789,Bright fully furnished 2-bedroom apt Roma Norte,Cuauhtémoc,19.410079999999997,-99.16575,Entire home/apt
5790,Bonita Recámara en la Col Del Valle,Benito Juárez,19.393179999999997,-99.16504,Private room
5791,"RENTO RECAMARA "" ARMONÍA "" EN SANTA FE",Cuajimalpa de Morelos,19.36711,-99.26858,Private room
5792,"Cómodo, excelentes amenities, increible ubicación.",Miguel Hidalgo,19.44387,-99.19998000000001,Entire home/apt
5793,Comoda recamara espaciosa e Iluminada,Benito Juárez,19.381079999999997,-99.15063,Private room
5794,Habitación! @Napoles @WTC @RomaCondesa,Benito Juárez,19.39465,-99.17737,Private room
5795,Recamara Dama frente Tec Sur,Tlalpan,19.28668,-99.13659,Private room
5796,WELCOME TO MEXICO AND BE A SUPER GUEST!,Cuauhtémoc,19.41643,-99.14288,Private room
5797,Cuarto privado condesa,Cuauhtémoc,19.41167,-99.17626,Private room
5798,Cuarto privado Condesa,Cuauhtémoc,19.410120000000003,-99.17725,Private room
5799,"Amplio cuarto a 5min Polanco, 10 min ZRosa,Condesa",Miguel Hidalgo,19.437620000000003,-99.18261,Private room
5800,Habitación privada condesa,Cuauhtémoc,19.410239999999998,-99.17648,Private room
5801,3BD Best location San Miguel Chapultepec/Condesa!,Miguel Hidalgo,19.41372,-99.18528,Entire home/apt
5802,SharedApartment+ Segurity+ PrivateBathroom+Tub,Cuauhtémoc,19.415229999999998,-99.16668,Private room
5803,COMFORTABLE & NICE place in NEW Polanco CD.MX,Miguel Hidalgo,19.44223,-99.20238,Entire home/apt
5804,Room - Coyoacan,Coyoacán,19.34556,-99.13391,Private room
5805,Casa al sur del Df,Coyoacán,19.3142,-99.12182,Shared room
5806,SPECTACULAR Pent House • In trendy ROMA District,Cuauhtémoc,19.417820000000003,-99.17362,Entire home/apt
5807,Habitación privada con excelente ubicación,Benito Juárez,19.391270000000002,-99.17392,Private room
5808,Vida Alegre - Roma Sur,Cuauhtémoc,19.40476,-99.16079,Entire home/apt
5809,Depto Privado JUAREZ CONDESA ROMA REFORMA,Cuauhtémoc,19.423070000000003,-99.17289,Entire home/apt
5810,BEST LOCATION POLANC0 / MEJOR UBICACIÓN POLANCO,Miguel Hidalgo,19.431720000000002,-99.19022,Entire home/apt
5811,Comfortable apartment in great location!,Cuauhtémoc,19.40675,-99.15935,Entire home/apt
5812,Beautiful apartment at CDMX Condesa,Cuauhtémoc,19.408279999999998,-99.1719,Entire home/apt
5813,Alojamiento Andares Boleo 57. Ciudad de México,Venustiano Carranza,19.45605,-99.12278,Private room
5814,Great apartment at the best location in Polanco,Miguel Hidalgo,19.43336,-99.18535,Entire home/apt
5815,Departamento Hipódromo Condesa,Cuauhtémoc,19.410999999999998,-99.18191,Entire home/apt
5816,#Modern Next to Condesa and WTC 2 Rooms/2 Baths AC,Miguel Hidalgo,19.40267,-99.17822,Entire home/apt
5817,Tlacotalpan 128 Roma cdmx,Cuauhtémoc,19.40319,-99.16452,Private room
5818,"La Condesa, totally renewed 2bdr apt, best area!",Cuauhtémoc,19.410529999999998,-99.17443,Entire home/apt
5819,Experiences in Mexico City / With private room,Álvaro Obregón,19.3862,-99.19474,Private room
5820,Confortable loft en Lomas de Chapultepec,Miguel Hidalgo,19.41987,-99.21474,Entire home/apt
5821,Renta de cuartos en condesa,Cuauhtémoc,19.41033,-99.17051,Private room
5822,Centrico y hermoso departamento tipo rustico,Álvaro Obregón,19.39264,-99.19566,Entire home/apt
5823,Nice and well located apartment,Miguel Hidalgo,19.39961,-99.17564,Entire home/apt
5824,HABITACIÓN CON SERVICIOS INCLUIDOS,Iztacalco,19.39734,-99.10597,Shared room
5825,Cuarto Magnolia. Cozy room in house in Coyoacan,Coyoacán,19.353479999999998,-99.15805999999999,Private room
5826,Cuarto Orquidea. Cheerful private room in Coyoacan,Coyoacán,19.355320000000003,-99.15975999999999,Private room
5827,Casa de Barro. Beautiful mexican house in Coyoacan,Coyoacán,19.354979999999998,-99.1586,Entire home/apt
5828,HOME SWEET MEX – LIVING THE BEST EXPERIENCE MEXICO,Benito Juárez,19.38064,-99.18151,Entire home/apt
5829,Historic Duplex Apartment with Green Terrace/BBQ,Cuauhtémoc,19.42103,-99.15881,Entire home/apt
5830,Departamento colonia Centro (Down Town),Cuauhtémoc,19.42745,-99.15209,Entire home/apt
5831,LUXURY APARTMENT IN DOWN TOWN (ALAMEDA CENTRAL),Cuauhtémoc,19.434829999999998,-99.14437,Entire home/apt
5832,Loft 2 San Jerónimo al Sur de la CDMX,La Magdalena Contreras,19.31631,-99.22245,Entire home/apt
5833,SharedApartmnet +PrivateBathroom +LaCondesa,Cuauhtémoc,19.41604,-99.16701,Private room
5834,ExcellentLocation +Design +CleanRoom +LaCondesa,Cuauhtémoc,19.4153,-99.16636,Private room
5835,Vive cómodo y cerca de tu trabajo!!,Cuajimalpa de Morelos,19.36736,-99.29248,Private room
5836,Art Deco in Condesa Black,Cuauhtémoc,19.41222,-99.17499000000001,Private room
5837,Great apartment in the best location,Miguel Hidalgo,19.43175,-99.1877,Entire home/apt
5838,Hermosa recámara,Miguel Hidalgo,19.452370000000002,-99.18155,Private room
5839,Nuevo Del Valle Condesa Roma WTC con Seguridad 24h,Benito Juárez,19.39098,-99.16478000000001,Entire home/apt
5840,Traditional House in Mixcoac-San Angel area,Álvaro Obregón,19.37492,-99.19614,Entire home/apt
5841,"México City 2,000 ft² Apartment - Business+Leisure",Miguel Hidalgo,19.43506,-99.21288,Entire home/apt
5842,"La Casa de Ladrillo (Brick House), Santa Fe, L202",Cuajimalpa de Morelos,19.36994,-99.28565,Private room
5843,"La Casa de Ladrillo (Brick House), Santa Fe, L101",Cuajimalpa de Morelos,19.370639999999998,-99.28603000000001,Private room
5844,La Casa de Ladrillo (Santa Fé) L1,Cuajimalpa de Morelos,19.369310000000002,-99.28581,Private room
5845,Cine Opera balcony,Cuauhtémoc,19.440379999999998,-99.15957,Private room
5846,"Convenient room 10 min walk to UNAM, Itam",Álvaro Obregón,19.338179999999998,-99.19534,Private room
5847,Funcional y Amplio Departamento (3) Colonia Roma,Cuauhtémoc,19.40321,-99.16586,Entire home/apt
5848,Hermosa Casa en San Angel Ciudad de Mexico,Álvaro Obregón,19.355729999999998,-99.18666999999999,Entire home/apt
5849,Minimalist w/ 1King Size Suite. super Location,Cuauhtémoc,19.424229999999998,-99.16449,Private room
5850,"La Casa de Ladrillo (Brick House), Santa Fe, 4H",Cuajimalpa de Morelos,19.36864,-99.28511,Private room
5851,"La Casa Naranja, your house.",Benito Juárez,19.38203,-99.14542,Private room
5852,Casa ADELA,Iztapalapa,19.348670000000002,-99.05214000000001,Private room
5853,"You found it!  2BR apt, washer, very safe area",Cuauhtémoc,19.43134,-99.17184,Entire home/apt
5854,Ubicación y comodidad - Location & confort,Benito Juárez,19.38072,-99.1875,Entire home/apt
5855,"Depa para 5 en Anzures, cerca de Polanco y Reforma",Miguel Hidalgo,19.42898,-99.17482,Entire home/apt
5856,Lujo en Polanco,Miguel Hidalgo,19.43887,-99.19165,Entire home/apt
5857,Habitación al sur de la CDM (Website hidden by Airbnb) personas,Benito Juárez,19.36155,-99.14514,Entire home/apt
5858,Confortable room in México,Tlalpan,19.299229999999998,-99.1792,Private room
5859,Lovely apartment in Hipodromo Condesa,Cuauhtémoc,19.403679999999998,-99.17138,Private room
5860,"Studio Penhouse with terrace, excellent location.",Benito Juárez,19.36328,-99.1697,Entire home/apt
5861,"Col Roma, Lovely 2bdr Apt close from everything",Cuauhtémoc,19.42106,-99.15934,Entire home/apt
5862,Nice apartment close to Coyoacán,Benito Juárez,19.36789,-99.17177,Entire home/apt
5863,"Col. Roma, Awesome 2bdr apt. in trendy area!",Cuauhtémoc,19.41552,-99.15869,Entire home/apt
5864,Humongous 6BR apartment with incredible rooftop!,Cuauhtémoc,19.4413,-99.15184,Entire home/apt
5865,REFORMA - Brand new 2BR @ Atoyac 63 -5min to park,Cuauhtémoc,19.42458,-99.17461,Entire home/apt
5866,"Habitación súper ubicada, cómoda e independiente.",Iztacalco,19.39244,-99.07361,Private room
5867,Habitación espaciosa y linda,Benito Juárez,19.36885,-99.16975,Private room
5868,Minimalist Apt in Art Deco building –24hr doorman,Cuauhtémoc,19.40792,-99.18408000000001,Entire home/apt
5869,Buddha Suite,Benito Juárez,19.38169,-99.15584,Entire home/apt
5870,"A poet's retreat in Mexico, a cozy home for you",Cuauhtémoc,19.40606,-99.14326,Entire home/apt
5871,"Recámara individual en Coyoacán, zona muy segura",Coyoacán,19.34901,-99.1505,Private room
5872,Colima7. Roma Norte CDMX. Cibeles,Cuauhtémoc,19.418029999999998,-99.16456,Entire home/apt
5873,"Habitación privada, sur de Cd. d México (Coyoacan)",Coyoacán,19.33944,-99.18608,Private room
