,name,neighbourhood,latitude,longitude,room_type
6902,CONDESA APARTMENT in a new and luxury building!,Cuauhtémoc,19.41715,-99.17753,Entire home/apt
6903,CRAYO HOME ( Polanco 5 mins walking distance),Miguel Hidalgo,19.435270000000003,-99.17759000000001,Entire home/apt
6904,Nice Studio en colonia Del Valle,Benito Juárez,19.38938,-99.17343000000001,Entire home/apt
6905,"A dos calles del metro Etiopia, Metrobús y Delta",Benito Juárez,19.40046,-99.15693,Private room
6906,Independent apartment near Historic Downtown CDMX,Venustiano Carranza,19.41535,-99.1101,Entire home/apt
6907,"Súper sitio cerca de aeropuerto,Foro sol y Palacio",Venustiano Carranza,19.41565,-99.08493,Private room
6908,POSADA CDMX,Gustavo A. Madero,19.46945,-99.0615,Private room
6909,Departamento cerca del Centro de Ciudad de México,Iztacalco,19.40101,-99.13683,Entire home/apt
6910,Narvarte: Depto completo / Excellent dept,Benito Juárez,19.39163,-99.15708000000001,Entire home/apt
6911,Sunny room option for entire apartment,Miguel Hidalgo,19.40159,-99.17185,Private room
6912,One Block to Reforma 222 - Executive Apartment,Cuauhtémoc,19.43236,-99.16245,Entire home/apt
6913,#CamPeChe 1. Unique space with enormous terrace.,Cuauhtémoc,19.40815,-99.16993000000001,Entire home/apt
6914,#CamPeChe 2. Special place with two balconies.,Cuauhtémoc,19.4077,-99.17036999999999,Entire home/apt
6915,#CamPeChe 3. Cozy apartment with private terrace.,Cuauhtémoc,19.40804,-99.17124,Entire home/apt
6916,El piso de Mike,Cuauhtémoc,19.41475,-99.16756,Private room
6917,Escandon apartment few blocks from Condesa,Miguel Hidalgo,19.401510000000002,-99.17588,Entire home/apt
6918,Private double bedroom and own bathroom in Roma,Cuauhtémoc,19.41555,-99.15955,Private room
6919,Habitación independiente “SOL”,Iztapalapa,19.35586,-99.0886,Private room
6920,Centro de  Coyoacán a 10 minutos del departamento,Coyoacán,19.350820000000002,-99.14955,Entire home/apt
6921,Incredible STUDIO east sunny terrace airy & comfy,Cuauhtémoc,19.42261,-99.15611,Entire home/apt
6922,Hermosa habitación privada recién remodelada,Miguel Hidalgo,19.4247,-99.22499,Private room
6923,Habitación Comoda :),Cuauhtémoc,19.443920000000002,-99.14108,Private room
6924,Departamento 60m2 de lujo,Miguel Hidalgo,19.434279999999998,-99.21349000000001,Entire home/apt
6925,Donceles Stellar (D 8 ppl),Cuauhtémoc,19.43732,-99.13842,Entire home/apt
6926,Casa San Ángel inn lo mejor!,Álvaro Obregón,19.35045,-99.2003,Private room
6927,The Blue Room - Condesa - Terrace & private bath!,Cuauhtémoc,19.412670000000002,-99.17781,Private room
6928,"Cómodo, céntrico, cerca de Aeropuerto, Autódromo..",Venustiano Carranza,19.42361,-99.10682,Private room
6929,Carso Alameda Deluxe Apartment,Cuauhtémoc,19.43562,-99.14583,Entire home/apt
6930,Bienvenid@s...!!! Welcome...!!!Sígale bien pueda.!,Álvaro Obregón,19.34706,-99.21251,Private room
6931,Habitación iluminada en casa familiar,Coyoacán,19.35002,-99.14891999999999,Private room
6932,Confortable apartamento privado en Col. Nápoles,Benito Juárez,19.38608,-99.17928,Entire home/apt
6933,"Casa Comtesse B&B - Hotel Galería ""Malinche""",Cuauhtémoc,19.40478,-99.17463000000001,Private room
6934,Tu mejor Opción 420 en la Escandón,Miguel Hidalgo,19.402739999999998,-99.17527,Private room
6935,Cuarto amplio y silencioso,Benito Juárez,19.37985,-99.18029,Private room
6936,Habitación en hermoso departamento,Benito Juárez,19.39082,-99.15456999999999,Private room
6937,Feel a Sense of Calm at a Designer La Condesa Suite,Cuauhtémoc,19.40835,-99.17259,Entire home/apt
6938,Habitación confortable a 5 minutos de Reforma,Miguel Hidalgo,19.42064,-99.17766999999999,Private room
6939,Renta de espacio en Viaducto,Iztacalco,19.40298,-99.13526,Shared room
6940,"Best Location between Roma, Condesa and Escandon.",Miguel Hidalgo,19.40191,-99.1722,Entire home/apt
6941,Acogedor y Amplio Departamento cerca del Manacar,Benito Juárez,19.37349,-99.18008,Entire home/apt
6942,Private bedroom and bathroom in Colonia Condesa,Cuauhtémoc,19.40475,-99.17103,Private room
6943,Tiny and comfortable independent loft in Coyoacán!,Coyoacán,19.34355,-99.14746,Entire home/apt
6944,Lives Romm,Tlalpan,19.28971,-99.11957,Private room
6945,House in Coyoacan,Coyoacán,19.35117,-99.16423,Entire home/apt
6946,"Mi Aldea Holistica"" relajación total y yoga",Benito Juárez,19.36218,-99.14684,Private room
6947,⚡️Heart of the city adventure,Cuauhtémoc,19.434,-99.14487,Entire home/apt
6948,Casa Colocha.,Coyoacán,19.33721,-99.18028000000001,Private room
6949,"Mi Aldea Holistica"" una conexión con la naturaleza",Benito Juárez,19.36113,-99.14845,Shared room
6950,RENTA DE RECAMARAS  DE UNA A TRES,Coyoacán,19.340770000000003,-99.12881,Entire home/apt
6951,"La Luna, CDMX",Cuauhtémoc,19.448320000000002,-99.14161999999999,Private room
6952,"Grand Tower Polanco, súper céntrico",Miguel Hidalgo,19.443720000000003,-99.20076999999999,Entire home/apt
6953,Cozy and bright 1bedroom in great location,Miguel Hidalgo,19.43905,-99.19755,Entire home/apt
6954,Excelente habitación en departamento,Miguel Hidalgo,19.44434,-99.1669,Shared room
6955,Tu hogar en Coyoacán cómodo y tranquilo,Coyoacán,19.33215,-99.14617,Private room
6956,Orange Loft Goldsmith,Miguel Hidalgo,19.43508,-99.19933,Entire home/apt
6957,Comfortable room close to downtown,Benito Juárez,19.37063,-99.16071,Private room
6958,Camina al World Trade Center desde este amplio departamento perfectamente retro,Benito Juárez,19.3926,-99.17736,Entire home/apt
6959,"En plaza del ""Caballito"" y super cómodo (M301)",Cuauhtémoc,19.43637,-99.1402,Entire home/apt
6960,CHEAP & CHIC PLACE CENTRO HISTÓRICO,Cuauhtémoc,19.43271,-99.14658,Private room
6961,Renta de recámara,Benito Juárez,19.40227,-99.15419,Private room
6962,Your group @ the best location Downtown (D 12 ppl),Cuauhtémoc,19.43657,-99.13849,Entire home/apt
6963,Cabaña dentro de condominio privado.,Cuajimalpa de Morelos,19.35315,-99.30311,Entire home/apt
6964,Lindo departamento acogedor / Homely apartment,Miguel Hidalgo,19.45009,-99.18983,Private room
6965,Casa Grande en San Miguel Chapultepec,Miguel Hidalgo,19.40746,-99.18939,Entire home/apt
6966,Cozy AMAZING Studio tub located Roma,Cuauhtémoc,19.421229999999998,-99.15583000000001,Entire home/apt
6967,Casa de flores,Coyoacán,19.35199,-99.14751,Private room
6968,"Departamento super ubicado, cerca Zócalo (3 Km.)",Cuauhtémoc,19.40701,-99.13284,Entire home/apt
6969,NICE APT NEAR METRO! Bonito Depa (cerca del metro),Benito Juárez,19.36984,-99.14039,Entire home/apt
6970,Lott Reforma,Cuauhtémoc,19.43444,-99.15552,Entire home/apt
6971,Increible departamento tipo Loft ideal para 2,Cuauhtémoc,19.409689999999998,-99.16288,Entire home/apt
6972,"Three Bed, Three Bath, Beautiful Apartment in the Heart of La Condesa.",Cuauhtémoc,19.40878,-99.17053,Entire home/apt
6973,Increible Dpto en la Roma totalmente equipado,Cuauhtémoc,19.4086,-99.16273000000001,Entire home/apt
6974,Apartment in CONDESA,Cuauhtémoc,19.4053,-99.17347,Entire home/apt
6975,"Location, location and style @ Downtown (D7)",Cuauhtémoc,19.437829999999998,-99.13985,Entire home/apt
6976,A different place,Miguel Hidalgo,19.43348,-99.21307,Entire home/apt
6977,Penthouse de lujo tipo Suite dos Niveles,Cuauhtémoc,19.4167,-99.15677,Entire home/apt
6978,ForoSol SportsPalace F1RacingTrack BaseballStadium,Iztacalco,19.40107,-99.09239000000001,Private room
6979,"Petit Charly, a piece of France in Polanco",Miguel Hidalgo,19.43691,-99.20529,Private room
6980,Departamento en Coyoacán cerca de parque,Coyoacán,19.32676,-99.14766,Entire home/apt
6981,Sunny rooftop terrace in Roma Norte,Cuauhtémoc,19.41498,-99.15579,Entire home/apt
6982,La casa de las mexicanas,Iztapalapa,19.357770000000002,-99.13407,Entire home/apt
6983,Casa del Arbol-Comfy 2BR/Priv Terraces/Roma Norte,Cuauhtémoc,19.41667,-99.16193,Entire home/apt
6984,Master bedroom with private bathroom in Santa Fe.,Álvaro Obregón,19.37223,-99.2544,Private room
6985,Habitación con baño y terraza - centro condesa,Cuauhtémoc,19.41077,-99.17572,Private room
6986,CLEAN AND CHEAP        IS ALL YOU NEED,Cuauhtémoc,19.40886,-99.16629,Entire home/apt
6987,Puerta Alameda Suites - Mexico City Down Town,Cuauhtémoc,19.43361,-99.14487,Entire home/apt
6988,Departamento amueblado,Benito Juárez,19.395429999999998,-99.1352,Entire home/apt
6989,RIO MIXCOAC,Benito Juárez,19.36911,-99.17862,Private room
6990,Departamento ejecutivo,Miguel Hidalgo,19.45663,-99.19144,Entire home/apt
6991,Mi casa es tu casa,Benito Juárez,19.38737,-99.16645,Private room
6992,Mexico´s Retro / Classic pad @ Downtown (P11),Cuauhtémoc,19.44029,-99.13455,Entire home/apt
6993,Amazing loft in Polanco,Miguel Hidalgo,19.433320000000002,-99.18538000000001,Entire home/apt
6994,Mini loft en el centro de Coyocán,Coyoacán,19.34905,-99.1575,Private room
6995,Prime Location Entire Apt in Polanco - Carso,Miguel Hidalgo,19.44449,-99.20272,Entire home/apt
6996,Mini lofts Buenavista cerca del centro Loft 208,Cuauhtémoc,19.43984,-99.15405,Private room
6997,Habitación en departamento Aquiles Serdán,Azcapotzalco,19.49524,-99.20057,Private room
6998,"Great, safe and best location in Nuevo Polanco",Miguel Hidalgo,19.441370000000003,-99.19896,Entire home/apt
6999,Beautiful apartment in Colonia Roma Norte,Cuauhtémoc,19.41535,-99.16096,Entire home/apt
7000,El Centro Histórico te espera a la puerta de esta moderna suite,Cuauhtémoc,19.42785,-99.15231,Entire home/apt
7001,Recámara individual en departamento todo incluido,Iztapalapa,19.388560000000002,-99.08386,Private room
7002,SPACIOUS ROOM IN LA CONDESA,Cuauhtémoc,19.40958,-99.17393,Private room
7003,Escandon charming house.,Miguel Hidalgo,19.400470000000002,-99.1771,Entire home/apt
7004,"Casa Snichimal 
Habitaciones ejecutivas",La Magdalena Contreras,19.3201,-99.22457,Private room
7005,Beautiful room in Condesa,Cuauhtémoc,19.411579999999997,-99.18133,Private room
7006,Residencial Cantera,Álvaro Obregón,19.34003,-99.22594000000001,Entire home/apt
7007,Estudio Privado Álamos,Benito Juárez,19.39912,-99.14129,Private room
7008,Extraordinaria vista y seguro en el Pedregal CDMX,Tlalpan,19.30687,-99.21531999999999,Entire home/apt
7009,Designer Apartment by Viadora,Cuauhtémoc,19.4329,-99.16898,Entire home/apt
7010,"Depa para familia, grupo, ejecutivos o individual",Cuauhtémoc,19.43184,-99.17188,Entire home/apt
7011,Rooftop Penthouse Apartment Close to Reforma,Cuauhtémoc,19.43439,-99.16983,Entire home/apt
7012,Coyoacan habitación ideal turistas o ejecutivos.,Coyoacán,19.3417,-99.15463000000001,Private room
7013,Light-filled apt. in the heart of Roma,Cuauhtémoc,19.41822,-99.15905,Entire home/apt
7014,"Departamento privado, limpio y acogedor",Gustavo A. Madero,19.47114,-99.10075,Entire home/apt
7015,Spacious bright artist apartment near Reforma,Cuauhtémoc,19.43309,-99.16326,Private room
7016,¡Tu casa al sur de la CDMX!,Tlalpan,19.29019,-99.12051,Entire home/apt
7017,Cómoda y relajante habitación en la Roma,Cuauhtémoc,19.41807,-99.16094,Private room
7018,*** DUPLEX LOFT IN POLANCO 150 M2*** CLEAN & CHIC,Miguel Hidalgo,19.436339999999998,-99.18369,Entire home/apt
7019,"Room in Mexico City (para 1,2,o3 pers)",Cuauhtémoc,19.41357,-99.14478000000001,Private room
7020,Rooftop Penthouse Studio in the Heart of La Condesa.,Cuauhtémoc,19.407989999999998,-99.17211,Entire home/apt
7021,Cómodo Hostal al sur de la Ciudad,Álvaro Obregón,19.36095,-99.18876999999999,Shared room
7022,NICE +BIG ROOM/ GREAT APARTMENT/ AMAZING LOCATION,Cuauhtémoc,19.415129999999998,-99.16450999999999,Private room
7023,"Lovely private room near UNAM, Coyoacán and Oasis",Coyoacán,19.33811,-99.17645,Private room
7024,Stylish La Condesa Retreat with Lush Garden Views,Cuauhtémoc,19.407989999999998,-99.17222,Entire home/apt
7025,Amazing Full Apartment / Centro Histórico CDMX,Cuauhtémoc,19.42334,-99.13412,Entire home/apt
7026,Polanco Suite LA FLOR DE LA VIDA  Zen@Cozy,Miguel Hidalgo,19.43145,-99.19023,Private room
7027,"Plush, Modern Apartment in the Heart of La Condesa",Cuauhtémoc,19.40989,-99.17249,Entire home/apt
7028,Confortable recámara a 4 calles  de Polanco,Miguel Hidalgo,19.45072,-99.21373,Private room
7029,"Cozy Oasis in Polanquito ""La Orquidea""",Miguel Hidalgo,19.43485,-99.18664,Entire home/apt
7030,Céntrico departamento en Roma Norte,Cuauhtémoc,19.42172,-99.16558,Entire home/apt
7031,3 amplías habitaciones de lujo con baño cada una,Benito Juárez,19.36965,-99.18469,Private room
7032,Huatusquito,Benito Juárez,19.4002,-99.16858,Entire home/apt
7033,Great Room 2 in Roma - Condesa area in Mexico city,Cuauhtémoc,19.42047,-99.17145,Private room
7034,"Cozy, Mexican Studio  in Emblematic Neighborhood!",Cuauhtémoc,19.41739,-99.15596,Entire home/apt
7035,Lovely & Bright Apt. in DOWNTOWN - Avenue Juarez,Cuauhtémoc,19.43526,-99.14312,Entire home/apt
7036,Apartment with roof garden in Colonia Roma Norte,Cuauhtémoc,19.41672,-99.16005,Entire home/apt
7037,Cómoda habitación Azul en la Roma,Cuauhtémoc,19.40764,-99.1643,Private room
7038,Comoda habitación amarilla en la Roma,Cuauhtémoc,19.409270000000003,-99.1627,Private room
7039,"Great location, CONDESA security, lift, 2 bdr.",Cuauhtémoc,19.41546,-99.17604,Entire home/apt
7040,Comoda habitacion Naranja en la Roma,Cuauhtémoc,19.40739,-99.16417,Private room
7041,Hospédate con nosotros en CASA JUVENCIA,Coyoacán,19.342660000000002,-99.1365,Private room
7042,CÓMODO DEPARTAMENTO EN EL CENTRO DE LA CIUDAD,Cuauhtémoc,19.44295,-99.1414,Entire home/apt
7043,Te vas a enamorar,Álvaro Obregón,19.33751,-99.20276,Private room
7044,Habitación privada en el Zócalo de la CDMX,Cuauhtémoc,19.430229999999998,-99.13412,Private room
7045,Your ideal place to stay in the CDMX,Benito Juárez,19.3677,-99.17833,Entire home/apt
7046,Easy Stay 2.0.,Miguel Hidalgo,19.43427,-99.19027,Private room
7047,Cómodo Hostal al sur de la Ciudad,Álvaro Obregón,19.36232,-99.18857,Shared room
7048,Cómodo Hostal al sur de la Ciudad,Álvaro Obregón,19.360789999999998,-99.18911,Shared room
7049,Habitación Privada en Ciudad de México,Gustavo A. Madero,19.47717,-99.09441,Private room
7050,Modern apartment a few steps from the WTC,Benito Juárez,19.39826,-99.17475999999999,Entire home/apt
7051,Galaxia San Angel ITAM TELEVISA CFE,Álvaro Obregón,19.346870000000003,-99.21689,Entire home/apt
7052,Tree Perspective | Condesa,Cuauhtémoc,19.416339999999998,-99.17294,Entire home/apt
7053,Black Suites Reforma 1,Cuauhtémoc,19.43395,-99.1543,Private room
7054,"Beautiful, safe apartment home near Coyoacan!",Benito Juárez,19.36156,-99.16026,Entire home/apt
7055,"Habitación/baño/cocineta privadas, medicos/estudia",Benito Juárez,19.37673,-99.16727,Private room
7056,Room in Condesa: more than a place to stay.,Cuauhtémoc,19.407120000000003,-99.17771,Private room
7057,Charming Condo in Mexico City!,Benito Juárez,19.39647,-99.17945999999999,Entire home/apt
7058,"Hip, Colorful Studio with Patio in Roma Norte",Cuauhtémoc,19.41947,-99.17352,Entire home/apt
7059,Departamento super agradable en Mixcoac,Álvaro Obregón,19.37784,-99.19169000000001,Entire home/apt
7060,1BR House w/ Sunny Terrace & Garden near Coyoacan,Álvaro Obregón,19.35955,-99.17843,Private room
7061,El mejor concepto de alojamiento en CD de Mx,Benito Juárez,19.4035,-99.14614,Entire home/apt
7062,Departamento amueblado,Álvaro Obregón,19.36658,-99.21043,Entire home/apt
7063,Coyoacan Residencia habitacion+cocina+terraza+yoga,Coyoacán,19.3082,-99.12013,Private room
7064,Loft in colonial downtown Mexico City,Cuauhtémoc,19.43852,-99.13439,Entire home/apt
7065,Recamara iluminada y tranquila en la san miguel.,Miguel Hidalgo,19.40895,-99.18906,Private room
7066,Beautiful and SAFE luxury apartment in Polanco,Miguel Hidalgo,19.431160000000002,-99.19123,Entire home/apt
7067,Zen Studio - High Park SantaFe Av,Cuajimalpa de Morelos,19.359720000000003,-99.26755,Entire home/apt
7068,Departamento cercano a Bosque de Chapultepec,Miguel Hidalgo,19.42944,-99.17976999999999,Entire home/apt
7069,Bonito departamento en Ciudad de México Iztapalapa,Iztapalapa,19.345370000000003,-99.0101,Entire home/apt
7070,Mi depto compartido,Coyoacán,19.333579999999998,-99.17294,Private room
7071,Private Room in Beautiful Condo in Narvarte,Benito Juárez,19.38126,-99.15716,Private room
7072,Departamento privado en Coyoacán,Coyoacán,19.34229,-99.18358,Entire home/apt
7073,"""Casa de Ali & Caco"", cozy apartment in Polanco",Miguel Hidalgo,19.43139,-99.19014,Entire home/apt
7074,El  mexicano,Miguel Hidalgo,19.410629999999998,-99.18576,Entire home/apt
7075,Loft Art Deco  en Centro Historico 01,Cuauhtémoc,19.43091,-99.14180999999999,Entire home/apt
7076,Acogedora habitación  Residencial- 5´ de Santa Fe,Cuajimalpa de Morelos,19.3721,-99.27908000000001,Private room
7077,Habitación privada en el centro de CD.MX. : )),Cuauhtémoc,19.43443,-99.16995,Private room
7078,"La Casa de Ladrillo (Brick House), Santa Fe, 3H",Cuajimalpa de Morelos,19.36906,-99.28405,Private room
7079,"Casa CDMX,  placer o negocios, tranquilidad.",Gustavo A. Madero,19.50666,-99.14622,Shared room
7080,Beautiful Loft in the heart of La Roma Norte,Cuauhtémoc,19.41863,-99.16304000000001,Entire home/apt
7081,Cuarto en Condesa. Vistas increíbles Parque México,Cuauhtémoc,19.41204,-99.16793,Private room
7082,Liceo Franco Mexicano Polanco (Lycee Français),Miguel Hidalgo,19.43652,-99.20699,Entire home/apt
7083,¡Loft luminoso en el mejor barrio de la CDMX!,Cuauhtémoc,19.42558,-99.16157,Entire home/apt
7084,Apartment full of light,Benito Juárez,19.36836,-99.17602,Entire home/apt
7085,City Towers Grand Park CD.MX,Benito Juárez,19.36094,-99.16176999999999,Entire home/apt
7086,Recamara amueblada con Servicios y baño privado,Cuajimalpa de Morelos,19.35645,-99.286,Private room
7087,Habitación/cuarto privado ideal para una persona,Coyoacán,19.33551,-99.17215,Private room
7088,Habitación 1,Iztapalapa,19.36046,-99.11891,Private room
7089,Depto en Coyoacán para afectados por el temblor,Coyoacán,19.35313,-99.15624,Private room
7090,Culhuacán inn,Iztapalapa,19.3374,-99.11156,Private room
7091,Beautiful room in modern & very safe building,Cuajimalpa de Morelos,19.35455,-99.27566,Private room
7092,"Magnífica casa en San Ángel, magnífica ubicación.",Álvaro Obregón,19.33698,-99.19643,Private room
7093,Cozy and wide private room in a wide apartment,Coyoacán,19.33759,-99.18334,Private room
7094,"Two-bed ""vintage"" style Bedroom - CdMx (south)",Tlalpan,19.2905,-99.18605,Private room
7095,Espacio para descansar,Cuauhtémoc,19.410999999999998,-99.17915,Shared room
7096,"Departamento, 10min del Aeropuerto de la CDMX",Iztacalco,19.41025,-99.06696,Entire home/apt
7097,La casa de los abuelos,Coyoacán,19.30401,-99.17902,Private room
7098,"Coyoacán, UNAM, private room with own bathroom",Coyoacán,19.33567,-99.17734,Private room
7099,HABITACIÓN CERCA DE PERIFÉRICO Y AV. TLAHUAC.,Iztapalapa,19.32264,-99.07427,Private room
7100,Happy place :),Cuauhtémoc,19.44143,-99.15592,Private room
7101,Designer Loft with Vintage Charm in Coyoacan,Coyoacán,19.348860000000002,-99.16015,Entire home/apt
7102,PH @ CONDESA,Cuauhtémoc,19.41106,-99.17615,Entire home/apt
7103,Loft @ CONDESA,Cuauhtémoc,19.4108,-99.17484,Entire home/apt
7104,Luxurious Terrace @ Condesa,Cuauhtémoc,19.41112,-99.1742,Entire home/apt
7105,Big Beautiful Duplex in Condesa,Cuauhtémoc,19.41188,-99.17766,Entire home/apt
7106,Habitación privada en zona segura y tranquila,Coyoacán,19.3065,-99.11816999999999,Private room
7107,Acogedora habitación 12vo piso cerca Polanco,Miguel Hidalgo,19.44089,-99.18491999999999,Private room
7108,Recámara privada,Benito Juárez,19.3608,-99.15173,Private room
7109,"Retorno 804, cerca del metro y parques",Coyoacán,19.337529999999997,-99.1389,Private room
7110,Comfortable bedroom in La Condesa . full bathroom,Cuauhtémoc,19.4115,-99.181,Private room
7111,Acogedor cuarto privado en colonia napoles,Benito Juárez,19.39431,-99.17926999999999,Private room
7112,Cozy room in great location,Coyoacán,19.34507,-99.16871,Private room
7113,Polanco - Single Room,Miguel Hidalgo,19.43366,-99.19211999999999,Private room
7114,CERCA DEL CENTRO  Boleo 57 Ciudad De México.,Venustiano Carranza,19.45215,-99.11498,Private room
7115,"Depto 2 niveles, zona a sur. Cerca de Coyoacán.",Benito Juárez,19.36557,-99.14659,Entire home/apt
7116,RECAMARA,Álvaro Obregón,19.33911,-99.2614,Private room
7117,Vive el SUR de la Ciudad de México.,Tlalpan,19.292289999999998,-99.12983,Private room
7118,"Habitación privada & baño, depto al sur de la CDMX",Benito Juárez,19.36646,-99.15318,Private room
7119,Luxury Quiet & Modern Apartment in the heart of DF,Cuauhtémoc,19.431639999999998,-99.17021,Private room
7120,Habitacion luminosa en el corazon de CDMX,Benito Juárez,19.402179999999998,-99.14955,Shared room
7121,La pequeña ciudad,Gustavo A. Madero,19.49671,-99.14971,Private room
7122,Cozy & safe place at Del Valle Sur,Benito Juárez,19.37079,-99.17576,Private room
7123,Explora la zona más hip de Condesa en este departamento artístico y ecléctico,Cuauhtémoc,19.4117,-99.18056,Entire home/apt
7124,Artist´s escapade @ Condesa w/BKFST (G6),Cuauhtémoc,19.41385,-99.17962,Entire home/apt
7125,Condesa's Plush with breakfast included (G8),Cuauhtémoc,19.413339999999998,-99.17957,Entire home/apt
7126,"Cuarto de Azotea todos los servicios, Cuajimalpa!",Cuajimalpa de Morelos,19.35899,-99.29858,Private room
7127,Cozy flat in the south of CDMX. :) Close to UAM.,Coyoacán,19.30193,-99.10777,Private room
7128,Suites Contempo/Suites equipadas de lujo,Miguel Hidalgo,19.42602,-99.17801999999999,Private room
7129,A un paso de CDMX! Excelente departamento.,Miguel Hidalgo,19.443720000000003,-99.17690999999999,Private room
7130,"Departamento Parque Lincon, Polanco.",Miguel Hidalgo,19.4301,-99.19917,Entire home/apt
7131,Recamara confortable al sur de la ciudad.,Xochimilco,19.281,-99.10972,Private room
7132,"Habitación de lujo, amplia, con baño privado",Benito Juárez,19.36831,-99.18262,Private room
7133,"Habitación de lujo, cama matrimonial e individual",Benito Juárez,19.36928,-99.18256,Private room
7134,Cossy double room with full breakfast,Cuauhtémoc,19.42355,-99.15512,Private room
7135,2 Habitaciones de lujo con baño cada una,Benito Juárez,19.36757,-99.18443,Private room
7136,Casa céntrica a 1 km del Zócalo capitalino.,Cuauhtémoc,19.41845,-99.13977,Shared room
7137,"Double room with 2 double beds, breakfast included",Cuauhtémoc,19.42434,-99.15671999999999,Private room
7138,Very cossy 4 pers room with 2 double beds,Cuauhtémoc,19.42374,-99.15663,Private room
7139,Big and beautiful Private Room in la Condesa,Cuauhtémoc,19.41009,-99.17913,Private room
7140,⭐️Cozy & Deli KING SIZE⭐️ ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,Cuauhtémoc,19.404120000000002,-99.15674,Private room
7141,Best location in Santa Fe 4 - CDMX,Cuajimalpa de Morelos,19.36103,-99.26867,Private room
7142,Departamento OHIO 20,Benito Juárez,19.39805,-99.17229,Private room
7143,Comfy double bedroom with private bathroom-Polanco,Miguel Hidalgo,19.43327,-99.18767,Private room
7144,Confortable habitación en el sur de CDMX,Tlalpan,19.30931,-99.22329,Private room
7145,Sunflooded home in Roma Norte,Cuauhtémoc,19.41805,-99.15431,Entire home/apt
7146,Centric private Room Mexico City CDMX DF narvarte,Benito Juárez,19.401770000000003,-99.16126,Entire home/apt
7147,"New Apartment Close to DOWNTOWN ""Centro Historico""",Cuauhtémoc,19.419620000000002,-99.14424,Entire home/apt
7148,ON CHAPULTEPEC AVENUE AT ONE STEP OF THE SUBWAY,Cuauhtémoc,19.423389999999998,-99.15999000000001,Entire home/apt
7149,"Private Room, Street Level Apartment",Cuauhtémoc,19.40738,-99.17811,Private room
7150,HABITACIÓN MUY CERCA DEL CENTRO HISTÓRICO,Cuauhtémoc,19.41321,-99.14981,Private room
7151,Vive el SUR de la Ciudad de México III,Tlalpan,19.292679999999997,-99.13121,Private room
7152,Cesar Apartment Pantitlan,Venustiano Carranza,19.421529999999997,-99.06664,Private room
7153,habitaciones lindas amuebladas,Tlalpan,19.28509,-99.1357,Private room
7154,Location! Apartmento Grand Polanco. Inmejorable!,Miguel Hidalgo,19.44031,-99.20498,Entire home/apt
7155,Vive el SUR de la Ciudad de México II,Tlalpan,19.292189999999998,-99.13138000000001,Private room
7156,"Trendy zone close to downtown, Roma and Condesa",Cuauhtémoc,19.42868,-99.15306,Private room
7157,Cómoda habitación en Roma Sur por Centro Médico,Cuauhtémoc,19.40505,-99.15613,Private room
7158,Quédate a 4 calles de Carso y 10 min de Polanco,Miguel Hidalgo,19.44884,-99.21328000000001,Private room
7159,Condesa @ CDMX for the Gang w BKFST (C 16 ppl),Cuauhtémoc,19.41153,-99.17916,Entire home/apt
7160,Recámara Individual,Benito Juárez,19.39047,-99.18536999999999,Private room
7161,Alojamiento en sala. Living room stay. Near dwntwn,Cuauhtémoc,19.41142,-99.14402,Shared room
7162,Amplio y cálido departamento en la Colonia Roma,Cuauhtémoc,19.4104,-99.15949,Entire home/apt
7163,Habitacion a 10 minutos del aeropuerto,Venustiano Carranza,19.41863,-99.08384000000001,Private room
7164,Cozy Room in Umbral Polanco,Miguel Hidalgo,19.4417,-99.20078000000001,Private room
7165,#306 Amazing Apt with Balcony! 2br/2ba  Downtown,Cuauhtémoc,19.429389999999998,-99.13573000000001,Entire home/apt
7166,Espacio con Estilo en el Corazon de  Col. Napoles,Benito Juárez,19.39757,-99.17484,Entire home/apt
7167,Habitación cerca del metro colegio militar,Miguel Hidalgo,19.44838,-99.17639,Private room
7168,"PISO18 Near to Airport, Reforma & Polanco",Azcapotzalco,19.4651,-99.15418000000001,Entire home/apt
7169,Recámara Individual en San Pedro de los Pinos,Benito Juárez,19.39038,-99.18566,Private room
7170,"✩ Comfortable apartment, near Condesa and WTC",Miguel Hidalgo,19.40083,-99.17774,Entire home/apt
7171,Suite Matrimonial/BañoPrivadoConTina/Equipada,Tlalpan,19.30955,-99.22273,Private room
7172,Private Room Close to Polanco,Miguel Hidalgo,19.45059,-99.18986,Private room
7173,Habitación escandon,Miguel Hidalgo,19.40268,-99.17129,Private room
7174,Great executive apartment in the heart of CDMX,Cuauhtémoc,19.430629999999997,-99.16830999999999,Entire home/apt
7175,Departamento en hermosa casa de las Lomas.,Miguel Hidalgo,19.3988,-99.25461,Private room
7176,Nice and comfortable flat,Venustiano Carranza,19.410529999999998,-99.09454000000001,Entire home/apt
7177,Habitación privada cerca de Coyoacán,Coyoacán,19.33416,-99.13356999999999,Private room
7178,"Your own place on Frida’s terrace!
BEST location!",Cuauhtémoc,19.42688,-99.15307,Entire home/apt
7179,Apartment in Zona Rosa,Cuauhtémoc,19.42465,-99.1658,Entire home/apt
7180,Habitación cercana a Santa Fe,Álvaro Obregón,19.36808,-99.2244,Private room
