,Postcode,State,Municipality,City,Settlement
576,14050,Ciudad de México,Tlalpan,Ciudad de México,Toriello Guerra
577,14060,Ciudad de México,Tlalpan,Ciudad de México,Peña Pobre
578,14070,Ciudad de México,Tlalpan,Ciudad de México,Rómulo Sánchez Mireles
579,14070,Ciudad de México,Tlalpan,Ciudad de México,San Fernando
580,14070,Ciudad de México,Tlalpan,Ciudad de México,San Pedro Apóstol
581,14080,Ciudad de México,Tlalpan,Ciudad de México,Belisario Domínguez Sección XVI
582,14080,Ciudad de México,Tlalpan,Ciudad de México,Del Niño Jesús
583,14090,Ciudad de México,Tlalpan,Ciudad de México,La Joya
584,14100,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 1A Sección
585,14100,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 2A Sección
586,14100,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 3A Sección
587,14100,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 4A Sección
588,14100,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 5A Sección
589,14108,Ciudad de México,Tlalpan,Ciudad de México,Chichicaspatl
590,14110,Ciudad de México,Tlalpan,Ciudad de México,Ampliación Fuentes del Pedregal
591,14120,Ciudad de México,Tlalpan,Ciudad de México,Rincón del Pedregal
592,14140,Ciudad de México,Tlalpan,Ciudad de México,Fuentes del Pedregal
593,14150,Ciudad de México,Tlalpan,Ciudad de México,Lomas del Pedregal Framboyanes
594,14160,Ciudad de México,Tlalpan,Ciudad de México,Popular Santa Teresa
595,14200,Ciudad de México,Tlalpan,Ciudad de México,Héroes de Padierna
596,14200,Ciudad de México,Tlalpan,Ciudad de México,Jardines del Ajusco
597,14208,Ciudad de México,Tlalpan,Ciudad de México,Colinas del Ajusco
598,14209,Ciudad de México,Tlalpan,Ciudad de México,Torres de Padierna
599,14210,Ciudad de México,Tlalpan,Ciudad de México,Jardines en la Montaña
600,14219,Ciudad de México,Tlalpan,Ciudad de México,Six Flags (Reino Aventura)
601,14219,Ciudad de México,Tlalpan,Ciudad de México,Parque Nacional Bosque del Pedregal
602,14220,Ciudad de México,Tlalpan,Ciudad de México,Cuchilla de Padierna
603,14220,Ciudad de México,Tlalpan,Ciudad de México,Lomas del Pedregal
604,14230,Ciudad de México,Tlalpan,Ciudad de México,Cultura Maya
605,14760,Ciudad de México,Tlalpan,Ciudad de México,Héroes de 1910
606,14780,Ciudad de México,Tlalpan,Ciudad de México,El Charco
607,14790,Ciudad de México,Tlalpan,Ciudad de México,San Jorge
608,14900,Ciudad de México,Tlalpan,Ciudad de México,Parres El Guarda
609,15000,Ciudad de México,Venustiano Carranza,Ciudad de México,General Ignacio Zaragoza
610,15010,Ciudad de México,Venustiano Carranza,Ciudad de México,Valentín Gómez Farias
611,15020,Ciudad de México,Venustiano Carranza,Ciudad de México,Puebla
612,15100,Ciudad de México,Venustiano Carranza,Ciudad de México,Zona Centro
613,15200,Ciudad de México,Venustiano Carranza,Ciudad de México,Janitzio
614,15210,Ciudad de México,Venustiano Carranza,Ciudad de México,Valle Gómez
615,15220,Ciudad de México,Venustiano Carranza,Ciudad de México,Nicolás Bravo
616,15220,Ciudad de México,Venustiano Carranza,Ciudad de México,Popular Rastro
617,15230,Ciudad de México,Venustiano Carranza,Ciudad de México,Emilio Carranza
618,15240,Ciudad de México,Venustiano Carranza,Ciudad de México,Michoacana
619,15250,Ciudad de México,Venustiano Carranza,Ciudad de México,Ampliación Michoacana
620,15260,Ciudad de México,Venustiano Carranza,Ciudad de México,Ampliación 20 de Noviembre
621,15270,Ciudad de México,Venustiano Carranza,Ciudad de México,Morelos
622,15280,Ciudad de México,Venustiano Carranza,Ciudad de México,Penitenciaria
623,15290,Ciudad de México,Venustiano Carranza,Ciudad de México,10 de Mayo
624,15300,Ciudad de México,Venustiano Carranza,Ciudad de México,20 de Noviembre
625,15309,Ciudad de México,Venustiano Carranza,Ciudad de México,5o Tramo 20 de Noviembre
626,15310,Ciudad de México,Venustiano Carranza,Ciudad de México,Felipe Ángeles
627,15320,Ciudad de México,Venustiano Carranza,Ciudad de México,Azteca
628,15330,Ciudad de México,Venustiano Carranza,Ciudad de México,Tres Mosqueteros
629,15339,Ciudad de México,Venustiano Carranza,Ciudad de México,Ampliación Venustiano Carranza
630,15340,Ciudad de México,Venustiano Carranza,Ciudad de México,Venustiano Carranza
631,15350,Ciudad de México,Venustiano Carranza,Ciudad de México,Ampliación Penitenciaria
632,15370,Ciudad de México,Venustiano Carranza,Ciudad de México,Progresista
633,15380,Ciudad de México,Venustiano Carranza,Ciudad de México,Escuela de Tiro
634,15390,Ciudad de México,Venustiano Carranza,Ciudad de México,7 de Julio
635,15400,Ciudad de México,Venustiano Carranza,Ciudad de México,Romero Rubio
636,15410,Ciudad de México,Venustiano Carranza,Ciudad de México,Simón Bolívar
637,15420,Ciudad de México,Venustiano Carranza,Ciudad de México,Ampliación Simón Bolívar
638,15430,Ciudad de México,Venustiano Carranza,Ciudad de México,Aquiles Serdán
639,15440,Ciudad de México,Venustiano Carranza,Ciudad de México,1° de Mayo
640,15450,Ciudad de México,Venustiano Carranza,Ciudad de México,Damián Carmona
641,15460,Ciudad de México,Venustiano Carranza,Ciudad de México,Revolución
642,15470,Ciudad de México,Venustiano Carranza,Ciudad de México,Miguel Hidalgo
643,15500,Ciudad de México,Venustiano Carranza,Ciudad de México,Moctezuma 1a Sección
644,15510,Ciudad de México,Venustiano Carranza,Ciudad de México,Pensador Mexicano
645,15520,Ciudad de México,Venustiano Carranza,Ciudad de México,Peñón de los Baños
646,15530,Ciudad de México,Venustiano Carranza,Ciudad de México,Moctezuma 2a Sección
647,15540,Ciudad de México,Venustiano Carranza,Ciudad de México,Santa Cruz Aviación
648,15600,Ciudad de México,Venustiano Carranza,Ciudad de México,Arenal 1a Sección
649,15610,Ciudad de México,Venustiano Carranza,Ciudad de México,Cuchilla Pantitlán
650,15620,Ciudad de México,Venustiano Carranza,Ciudad de México,México (Lic. Benito Juárez)
651,15630,Ciudad de México,Venustiano Carranza,Ciudad de México,Caracol
652,16776,Ciudad de México,Xochimilco,Ciudad de México,El Mirador
653,16780,Ciudad de México,Xochimilco,Ciudad de México,Cerrillos Primera Sección
654,16780,Ciudad de México,Xochimilco,Ciudad de México,El Sacrificio
655,16780,Ciudad de México,Xochimilco,Ciudad de México,Cristo Rey
656,16780,Ciudad de México,Xochimilco,Ciudad de México,Cerrillos Segunda Sección
657,16780,Ciudad de México,Xochimilco,Ciudad de México,Cerrillos Tercera Sección
658,16797,Ciudad de México,Xochimilco,Ciudad de México,Nativitas
659,16799,Ciudad de México,Xochimilco,Ciudad de México,Las Mesitas
660,16800,Ciudad de México,Xochimilco,Ciudad de México,San Mateo Xalpa
661,16810,Ciudad de México,Xochimilco,Ciudad de México,San Andrés Ahuayucan
662,16810,Ciudad de México,Xochimilco,Ciudad de México,Santa Inés
663,16810,Ciudad de México,Xochimilco,Ciudad de México,Rosario Tlali
664,16813,Ciudad de México,Xochimilco,Ciudad de México,El Calvario
665,16840,Ciudad de México,Xochimilco,Ciudad de México,Santa Cruz Chavarrieta
666,16850,Ciudad de México,Xochimilco,Ciudad de México,Chapultepec
667,16860,Ciudad de México,Xochimilco,Ciudad de México,Santa Cruz de Guadalupe
668,16880,Ciudad de México,Xochimilco,Ciudad de México,Santa Cecilia Tepetlapa
669,16900,Ciudad de México,Xochimilco,Ciudad de México,San Francisco Tlalnepantla
670,1857,Ciudad de México,Álvaro Obregón,Ciudad de México,Lomas de Chamontoya
671,1859,Ciudad de México,Álvaro Obregón,Ciudad de México,Tlacoyaque
672,1860,Ciudad de México,Álvaro Obregón,Ciudad de México,Lomas de La Era
673,1863,Ciudad de México,Álvaro Obregón,Ciudad de México,Lomas del Capulín
674,1870,Ciudad de México,Álvaro Obregón,Ciudad de México,Lomas de los Cedros
675,1900,Ciudad de México,Álvaro Obregón,Ciudad de México,Jardines del Pedregal
676,1904,Ciudad de México,Álvaro Obregón,Ciudad de México,San Jerónimo Aculco
677,2000,Ciudad de México,Azcapotzalco,Ciudad de México,Centro de Azcapotzalco
678,2010,Ciudad de México,Azcapotzalco,Ciudad de México,Los Reyes
679,2010,Ciudad de México,Azcapotzalco,Ciudad de México,San Rafael
680,2010,Ciudad de México,Azcapotzalco,Ciudad de México,Nuevo Barrio San Rafael
681,2020,Ciudad de México,Azcapotzalco,Ciudad de México,San Marcos
682,2020,Ciudad de México,Azcapotzalco,Ciudad de México,Santo Tomás
683,2040,Ciudad de México,Azcapotzalco,Ciudad de México,Del Maestro
684,2040,Ciudad de México,Azcapotzalco,Ciudad de México,San Sebastián
685,2050,Ciudad de México,Azcapotzalco,Ciudad de México,Libertad
686,2050,Ciudad de México,Azcapotzalco,Ciudad de México,Santa María Malinalco
687,2060,Ciudad de México,Azcapotzalco,Ciudad de México,Sindicato Mexicano de Electricistas
688,2060,Ciudad de México,Azcapotzalco,Ciudad de México,Un Hogar Para Cada Trabajador
689,2070,Ciudad de México,Azcapotzalco,Ciudad de México,Del Recreo
690,2070,Ciudad de México,Azcapotzalco,Ciudad de México,Nextengo
691,2080,Ciudad de México,Azcapotzalco,Ciudad de México,Clavería
692,2080,Ciudad de México,Azcapotzalco,Ciudad de México,Sector Naval
693,2090,Ciudad de México,Azcapotzalco,Ciudad de México,San Álvaro
694,2099,Ciudad de México,Azcapotzalco,Ciudad de México,Ángel Zimbrón
695,2100,Ciudad de México,Azcapotzalco,Ciudad de México,El Rosario
696,2120,Ciudad de México,Azcapotzalco,Ciudad de México,San Martín Xochinahuac
697,2128,Ciudad de México,Azcapotzalco,Ciudad de México,Nueva El Rosario
698,2129,Ciudad de México,Azcapotzalco,Ciudad de México,Nueva España
699,2130,Ciudad de México,Azcapotzalco,Ciudad de México,Tierra Nueva
700,2140,Ciudad de México,Azcapotzalco,Ciudad de México,Santa Inés
701,2150,Ciudad de México,Azcapotzalco,Ciudad de México,Pasteros
702,2160,Ciudad de México,Azcapotzalco,Ciudad de México,Santo Domingo
703,2200,Ciudad de México,Azcapotzalco,Ciudad de México,Reynosa Tamaulipas
704,2230,Ciudad de México,Azcapotzalco,Ciudad de México,Santa Bárbara
705,2240,Ciudad de México,Azcapotzalco,Ciudad de México,San Andrés
706,2240,Ciudad de México,Azcapotzalco,Ciudad de México,San Andrés
707,2250,Ciudad de México,Azcapotzalco,Ciudad de México,Santa Catarina
708,2300,Ciudad de México,Azcapotzalco,Ciudad de México,Industrial Vallejo
709,2310,Ciudad de México,Azcapotzalco,Ciudad de México,Ferrería
710,2320,Ciudad de México,Azcapotzalco,Ciudad de México,San Andrés de las Salinas
711,2330,Ciudad de México,Azcapotzalco,Ciudad de México,Huautla de las Salinas
712,2340,Ciudad de México,Azcapotzalco,Ciudad de México,Santa Cruz de las Salinas
713,2360,Ciudad de México,Azcapotzalco,Ciudad de México,Las Salinas
714,2400,Ciudad de México,Azcapotzalco,Ciudad de México,San Juan Tlihuaca
715,2410,Ciudad de México,Azcapotzalco,Ciudad de México,Prados del Rosario
716,2420,Ciudad de México,Azcapotzalco,Ciudad de México,Ex-Hacienda El Rosario
717,2440,Ciudad de México,Azcapotzalco,Ciudad de México,Providencia
718,2459,Ciudad de México,Azcapotzalco,Ciudad de México,Tezozomoc
719,2460,Ciudad de México,Azcapotzalco,Ciudad de México,La Preciosa
720,2470,Ciudad de México,Azcapotzalco,Ciudad de México,Ampliación Petrolera
721,4620,Ciudad de México,Coyoacán,Ciudad de México,San Pablo Tepetlapa
722,4630,Ciudad de México,Coyoacán,Ciudad de México,Adolfo Ruiz Cortínes
723,4640,Ciudad de México,Coyoacán,Ciudad de México,El Reloj
724,4650,Ciudad de México,Coyoacán,Ciudad de México,Santa Úrsula Coapa
725,4660,Ciudad de México,Coyoacán,Ciudad de México,Joyas del Pedregal
726,4700,Ciudad de México,Coyoacán,Ciudad de México,Pedregal de Carrasco
727,4710,Ciudad de México,Coyoacán,Ciudad de México,Olímpica
728,4730,Ciudad de México,Coyoacán,Ciudad de México,Cantil del Pedregal
729,4730,Ciudad de México,Coyoacán,Ciudad de México,Bosques de Tetlameya
730,4739,Ciudad de México,Coyoacán,Ciudad de México,El Caracol
731,4800,Ciudad de México,Coyoacán,Ciudad de México,Alianza Popular Revolucionaria
732,4800,Ciudad de México,Coyoacán,Ciudad de México,Los Cedros
733,4810,Ciudad de México,Coyoacán,Ciudad de México,Prados de Coyoacán
734,4815,Ciudad de México,Coyoacán,Ciudad de México,Emiliano Zapata
735,4830,Ciudad de México,Coyoacán,Ciudad de México,Los Cipreses
736,4840,Ciudad de México,Coyoacán,Ciudad de México,Ex-Ejido de San Pablo Tepetlapa
737,4870,Ciudad de México,Coyoacán,Ciudad de México,Espartaco
738,4890,Ciudad de México,Coyoacán,Ciudad de México,Jardines de Coyoacán
739,4890,Ciudad de México,Coyoacán,Ciudad de México,Los Olivos
740,4899,Ciudad de México,Coyoacán,Ciudad de México,El Parque de Coyoacán
741,4909,Ciudad de México,Coyoacán,Ciudad de México,Culhuacán CTM Sección VIII
742,4909,Ciudad de México,Coyoacán,Ciudad de México,Culhuacán CTM Sección IX-A
743,4909,Ciudad de México,Coyoacán,Ciudad de México,Culhuacán CTM Sección IX-B
744,4910,Ciudad de México,Coyoacán,Ciudad de México,Carmen Serdán
745,4918,Ciudad de México,Coyoacán,Ciudad de México,Cafetales
746,4919,Ciudad de México,Coyoacán,Ciudad de México,Emiliano Zapata Fraccionamiento Popular
747,4920,Ciudad de México,Coyoacán,Ciudad de México,Los Girasoles
748,4929,Ciudad de México,Coyoacán,Ciudad de México,Las Campanas
749,4930,Ciudad de México,Coyoacán,Ciudad de México,Santa Cecilia
750,4938,Ciudad de México,Coyoacán,Ciudad de México,Campestre Coyoacán
751,4939,Ciudad de México,Coyoacán,Ciudad de México,Culhuacán CTM Sección X
752,4940,Ciudad de México,Coyoacán,Ciudad de México,Los Sauces
753,4950,Ciudad de México,Coyoacán,Ciudad de México,El Mirador
754,4960,Ciudad de México,Coyoacán,Ciudad de México,Villa Quietud
755,4970,Ciudad de México,Coyoacán,Ciudad de México,Haciendas de Coyoacán
756,4980,Ciudad de México,Coyoacán,Ciudad de México,Ex-Ejido de Santa Úrsula Coapa
757,4980,Ciudad de México,Coyoacán,Ciudad de México,Ex-Hacienda Coapa
758,4980,Ciudad de México,Coyoacán,Ciudad de México,Viejo Ejido de Santa Úrsula Coapa
759,5000,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Cuajimalpa
760,5010,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Zentlapatl
761,5020,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Loma del Padre
762,5030,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,San Pedro
763,5030,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,La Manzanita
764,5039,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Ahuatenco
765,5050,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,San Pablo Chimalpa
766,5100,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Lomas de Vista Hermosa
767,5110,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Cooperativa Palo Alto
768,5118,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Granjas Palo Alto
769,5119,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Campestre Palo Alto
770,5120,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Bosques de las Lomas
771,5129,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Lomas del Chamizal
772,5200,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,San José de los Cedros
773,5219,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Granjas Navidad
774,5220,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Tepetongo
775,5230,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,El Ébano
776,7470,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación San Juan de Aragón
777,7480,Ciudad de México,Gustavo A. Madero,Ciudad de México,San Pedro El Chico
778,7500,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Pradera
779,7509,Ciudad de México,Gustavo A. Madero,Ciudad de México,Pradera II Sección
780,7510,Ciudad de México,Gustavo A. Madero,Ciudad de México,San Felipe de Jesús
781,7520,Ciudad de México,Gustavo A. Madero,Ciudad de México,25 de Julio
782,7530,Ciudad de México,Gustavo A. Madero,Ciudad de México,Campestre Aragón
783,7540,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Esmeralda
784,7550,Ciudad de México,Gustavo A. Madero,Ciudad de México,Providencia
785,7560,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Providencia
786,7570,Ciudad de México,Gustavo A. Madero,Ciudad de México,Villa de Aragón
787,7580,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Casas Alemán
788,7600,Ciudad de México,Gustavo A. Madero,Ciudad de México,Progreso Nacional
789,7620,Ciudad de México,Gustavo A. Madero,Ciudad de México,Santa Rosa
790,7630,Ciudad de México,Gustavo A. Madero,Ciudad de México,San José de la Escalera
791,7640,Ciudad de México,Gustavo A. Madero,Ciudad de México,Santiago Atepetlac
792,7650,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Progreso Nacional
793,7670,Ciudad de México,Gustavo A. Madero,Ciudad de México,Guadalupe Proletaria
794,7680,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Guadalupe Proletaria
795,7700,Ciudad de México,Gustavo A. Madero,Ciudad de México,Nueva Industrial Vallejo
796,7707,Ciudad de México,Gustavo A. Madero,Ciudad de México,Siete Maravillas
797,7708,Ciudad de México,Gustavo A. Madero,Ciudad de México,Torres Lindavista
798,7720,Ciudad de México,Gustavo A. Madero,Ciudad de México,Lindavista Vallejo I Sección
799,7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Churubusco Tepeyac
800,7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Montevideo
801,7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,San Bartolo Atepehuacan
802,7739,Ciudad de México,Gustavo A. Madero,Ciudad de México,Planetario Lindavista
803,7740,Ciudad de México,Gustavo A. Madero,Ciudad de México,Valle del Tepeyac
804,7750,Ciudad de México,Gustavo A. Madero,Ciudad de México,Nueva Vallejo
805,7754,Ciudad de México,Gustavo A. Madero,Ciudad de México,Lindavista Vallejo III Sección
806,7755,Ciudad de México,Gustavo A. Madero,Ciudad de México,Lindavista Vallejo II Sección
807,7760,Ciudad de México,Gustavo A. Madero,Ciudad de México,Magdalena de las Salinas
808,7770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Panamericana
809,7770,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Panamericana
810,7780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Defensores de La República
811,7780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Héroe de Nacozari
812,7790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Guadalupe Victoria
813,7790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Vallejo Poniente
814,7800,Ciudad de México,Gustavo A. Madero,Ciudad de México,Industrial
815,7810,Ciudad de México,Gustavo A. Madero,Ciudad de México,Estrella
816,7820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Aragón Inguarán
817,7820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Tres Estrellas
818,7830,Ciudad de México,Gustavo A. Madero,Ciudad de México,Gertrudis Sánchez 1a Sección
819,7838,Ciudad de México,Gustavo A. Madero,Ciudad de México,Gertrudis Sánchez 3a Sección
820,7839,Ciudad de México,Gustavo A. Madero,Ciudad de México,Gertrudis Sánchez 2a Sección
821,7840,Ciudad de México,Gustavo A. Madero,Ciudad de México,Guadalupe Tepeyac
822,7840,Ciudad de México,Gustavo A. Madero,Ciudad de México,7 de Noviembre
823,7850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Bondojito
824,7850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Faja de Oro
825,7858,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Emiliano Zapata
826,7859,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Mártires de Río Blanco
827,7860,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Joyita
828,7860,Ciudad de México,Gustavo A. Madero,Ciudad de México,Tablas de San Agustín
829,7869,Ciudad de México,Gustavo A. Madero,Ciudad de México,Belisario Domínguez
830,7870,Ciudad de México,Gustavo A. Madero,Ciudad de México,Guadalupe Insurgentes
831,9638,Ciudad de México,Iztapalapa,Ciudad de México,Ampliación Emiliano Zapata
832,9640,Ciudad de México,Iztapalapa,Ciudad de México,Lomas de la Estancia
833,9640,Ciudad de México,Iztapalapa,Ciudad de México,Xalpa
834,9648,Ciudad de México,Iztapalapa,Ciudad de México,San Pablo
835,9660,Ciudad de México,Iztapalapa,Ciudad de México,Citlalli
836,9670,Ciudad de México,Iztapalapa,Ciudad de México,Palmitas
837,9680,Ciudad de México,Iztapalapa,Ciudad de México,Tenorios
838,9689,Ciudad de México,Iztapalapa,Ciudad de México,Barranca de Guadalupe
839,9690,Ciudad de México,Iztapalapa,Ciudad de México,Iztlahuacán
840,9696,Ciudad de México,Iztapalapa,Ciudad de México,Miravalles
841,9698,Ciudad de México,Iztapalapa,Ciudad de México,Miguel de La Madrid Hurtado
842,9700,Ciudad de México,Iztapalapa,Ciudad de México,Buenavista
843,9700,Ciudad de México,Iztapalapa,Ciudad de México,Carlos Hank Gonzalez
844,9700,Ciudad de México,Iztapalapa,Ciudad de México,Desarrollo Urbano Quetzalcoatl
845,9700,Ciudad de México,Iztapalapa,Ciudad de México,Santa Cruz Meyehualco
846,9704,Ciudad de México,Iztapalapa,Ciudad de México,Degollado
847,9705,Ciudad de México,Iztapalapa,Ciudad de México,Degollado - Mexicatlalli
848,9706,Ciudad de México,Iztapalapa,Ciudad de México,San José Buenavista
849,9708,Ciudad de México,Iztapalapa,Ciudad de México,Mixcoatl
850,9709,Ciudad de México,Iztapalapa,Ciudad de México,Lomas de Santa Cruz
851,9710,Ciudad de México,Iztapalapa,Ciudad de México,Los Ángeles Apanoaya
852,9720,Ciudad de México,Iztapalapa,Ciudad de México,Francisco Villa
853,9720,Ciudad de México,Iztapalapa,Ciudad de México,La Era
854,9730,Ciudad de México,Iztapalapa,Ciudad de México,Reforma Política
855,9740,Ciudad de México,Iztapalapa,Ciudad de México,Presidentes de México
856,9750,Ciudad de México,Iztapalapa,Ciudad de México,Insurgentes
857,9750,Ciudad de México,Iztapalapa,Ciudad de México,La Polvorilla
858,9750,Ciudad de México,Iztapalapa,Ciudad de México,Las Peñas
859,9760,Ciudad de México,Iztapalapa,Ciudad de México,Consejo Agrarista Mexicano
860,9769,Ciudad de México,Iztapalapa,Ciudad de México,El Triángulo
861,9770,Ciudad de México,Iztapalapa,Ciudad de México,Puente Blanco
862,9780,Ciudad de México,Iztapalapa,Ciudad de México,Año de Juárez
863,9780,Ciudad de México,Iztapalapa,Ciudad de México,Lomas de San Lorenzo
864,9790,Ciudad de México,Iztapalapa,Ciudad de México,San Lorenzo Tezonco
865,9800,Ciudad de México,Iztapalapa,Ciudad de México,Culhuacán
866,9800,Ciudad de México,Iztapalapa,Ciudad de México,El Mirador
867,9800,Ciudad de México,Iztapalapa,Ciudad de México,Estrella Culhuacán
868,9800,Ciudad de México,Iztapalapa,Ciudad de México,Fuego Nuevo
869,9800,Ciudad de México,Iztapalapa,Ciudad de México,San Antonio Culhuacán
870,9800,Ciudad de México,Iztapalapa,Ciudad de México,San Antonio Culhuacán
871,9800,Ciudad de México,Iztapalapa,Ciudad de México,San Simón Culhuacán
872,9800,Ciudad de México,Iztapalapa,Ciudad de México,Tula
873,9800,Ciudad de México,Iztapalapa,Ciudad de México,Valle de Luces
874,9810,Ciudad de México,Iztapalapa,Ciudad de México,Granjas Esmeralda
875,9810,Ciudad de México,Iztapalapa,Ciudad de México,Los Cipreses
876,9810,Ciudad de México,Iztapalapa,Ciudad de México,Minerva
877,9810,Ciudad de México,Iztapalapa,Ciudad de México,Progreso del Sur
878,9819,Ciudad de México,Iztapalapa,Ciudad de México,Valle del Sur
879,9820,Ciudad de México,Iztapalapa,Ciudad de México,El Santuario
880,9820,Ciudad de México,Iztapalapa,Ciudad de México,Estrella del Sur
881,9820,Ciudad de México,Iztapalapa,Ciudad de México,Ricardo Flores Magón
882,9820,Ciudad de México,Iztapalapa,Ciudad de México,Santa Isabel Industrial
883,9828,Ciudad de México,Iztapalapa,Ciudad de México,Ampliación Ricardo Flores Magón
884,9829,Ciudad de México,Iztapalapa,Ciudad de México,Ampliación El Santuario
885,9830,Ciudad de México,Iztapalapa,Ciudad de México,El Manto
886,9830,Ciudad de México,Iztapalapa,Ciudad de México,El Molino
887,11590,Ciudad de México,Miguel Hidalgo,Ciudad de México,Anzures
888,11600,Ciudad de México,Miguel Hidalgo,Ciudad de México,Residencial Militar
889,11610,Ciudad de México,Miguel Hidalgo,Ciudad de México,Manuel Avila Camacho
890,11619,Ciudad de México,Miguel Hidalgo,Ciudad de México,Campo Militar 1
891,11650,Ciudad de México,Miguel Hidalgo,Ciudad de México,Reforma Social
892,11700,Ciudad de México,Miguel Hidalgo,Ciudad de México,Bosque de las Lomas
893,11800,Ciudad de México,Miguel Hidalgo,Ciudad de México,Escandón I Sección
894,11800,Ciudad de México,Miguel Hidalgo,Ciudad de México,Escandón II Sección
895,11810,Ciudad de México,Miguel Hidalgo,Ciudad de México,16 de Septiembre
896,11820,Ciudad de México,Miguel Hidalgo,Ciudad de México,América
897,11830,Ciudad de México,Miguel Hidalgo,Ciudad de México,Daniel Garza
898,11840,Ciudad de México,Miguel Hidalgo,Ciudad de México,Ampliación Daniel Garza
899,11850,Ciudad de México,Miguel Hidalgo,Ciudad de México,San Miguel Chapultepec I Sección
900,11850,Ciudad de México,Miguel Hidalgo,Ciudad de México,San Miguel Chapultepec II Sección
901,11860,Ciudad de México,Miguel Hidalgo,Ciudad de México,Observatorio
902,11870,Ciudad de México,Miguel Hidalgo,Ciudad de México,Tacubaya
903,11910,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Bezares
904,11920,Ciudad de México,Miguel Hidalgo,Ciudad de México,Real de las Lomas
905,11930,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Reforma
906,11950,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas Altas
907,12000,Ciudad de México,Milpa Alta,Ciudad de México,La Concepción
908,12000,Ciudad de México,Milpa Alta,Ciudad de México,La Luz
909,12000,Ciudad de México,Milpa Alta,Ciudad de México,Los Ángeles
910,12000,Ciudad de México,Milpa Alta,Ciudad de México,San Mateo
911,12000,Ciudad de México,Milpa Alta,Ciudad de México,Santa Cruz
912,12000,Ciudad de México,Milpa Alta,Ciudad de México,Santa Martha
913,12000,Ciudad de México,Milpa Alta,Ciudad de México,Villa Milpa Alta Centro
914,12070,Ciudad de México,Milpa Alta,Ciudad de México,San Agustin
915,12080,Ciudad de México,Milpa Alta,Ciudad de México,San Agustin Ohtenco
916,12100,Ciudad de México,Milpa Alta,Ciudad de México,Cruztitla
917,12100,Ciudad de México,Milpa Alta,Ciudad de México,Tecaxtitla
918,12100,Ciudad de México,Milpa Alta,Ciudad de México,Tenantitla
919,12100,Ciudad de México,Milpa Alta,Ciudad de México,Xaltipac
920,12100,Ciudad de México,Milpa Alta,Ciudad de México,Xochitepec
921,12110,Ciudad de México,Milpa Alta,Ciudad de México,Emiliano Zapata
922,12110,Ciudad de México,Milpa Alta,Ciudad de México,La Conchita
