,Postcode,State,Municipality,City,Settlement
219,14737,Ciudad de México,Tlalpan,Ciudad de México,Vistas del Pedregal
220,14738,Ciudad de México,Tlalpan,Ciudad de México,Bosques del Pedregal
221,14739,Ciudad de México,Tlalpan,Ciudad de México,2 de Octubre
222,14740,Ciudad de México,Tlalpan,Ciudad de México,Lomas de Padierna Sur
223,14748,Ciudad de México,Tlalpan,Ciudad de México,Mirador I
224,14748,Ciudad de México,Tlalpan,Ciudad de México,Mirador II
225,14749,Ciudad de México,Tlalpan,Ciudad de México,Chimilli
226,14750,Ciudad de México,Tlalpan,Ciudad de México,Rancho Viejo
227,16080,Ciudad de México,Xochimilco,Ciudad de México,La Santísima
228,16080,Ciudad de México,Xochimilco,Ciudad de México,San Cristóbal
229,16080,Ciudad de México,Xochimilco,Ciudad de México,San Diego
230,16080,Ciudad de México,Xochimilco,Ciudad de México,San Esteban
231,16090,Ciudad de México,Xochimilco,Ciudad de México,San Pedro
232,16090,Ciudad de México,Xochimilco,Ciudad de México,Tablas de San Lorenzo
233,16090,Ciudad de México,Xochimilco,Ciudad de México,Xaltocan
234,16100,Ciudad de México,Xochimilco,Ciudad de México,Santa Cruz Xochitepec
235,16200,Ciudad de México,Xochimilco,Ciudad de México,Santiago Tepalcatlalpan
236,16210,Ciudad de México,Xochimilco,Ciudad de México,La Concha
237,16300,Ciudad de México,Xochimilco,Ciudad de México,San Lucas Xochimanca
238,16310,Ciudad de México,Xochimilco,Ciudad de México,La Cañada
239,16320,Ciudad de México,Xochimilco,Ciudad de México,San Lucas Oriente
240,16340,Ciudad de México,Xochimilco,Ciudad de México,Texmic
241,16400,Ciudad de México,Xochimilco,Ciudad de México,San Lorenzo Atemoaya
242,16410,Ciudad de México,Xochimilco,Ciudad de México,Lomas de Tonalco
243,16420,Ciudad de México,Xochimilco,Ciudad de México,San Jerónimo
244,16428,Ciudad de México,Xochimilco,Ciudad de México,El Jazmín
245,16429,Ciudad de México,Xochimilco,Ciudad de México,Rancho Tejomulco
246,16430,Ciudad de México,Xochimilco,Ciudad de México,Xochipilli
247,16440,Ciudad de México,Xochimilco,Ciudad de México,Año de Juárez
248,16443,Ciudad de México,Xochimilco,Ciudad de México,Pocitos
249,16450,Ciudad de México,Xochimilco,Ciudad de México,Santa María Nativitas
250,16457,Ciudad de México,Xochimilco,Ciudad de México,Lomas de Nativitas
251,16459,Ciudad de México,Xochimilco,Ciudad de México,Ampliación Nativitas
252,16500,Ciudad de México,Xochimilco,Ciudad de México,Santa Cruz Acalpixca
253,16513,Ciudad de México,Xochimilco,Ciudad de México,Apatlaco
254,16513,Ciudad de México,Xochimilco,Ciudad de México,Del Puente
255,16514,Ciudad de México,Xochimilco,Ciudad de México,La Gallera
256,16514,Ciudad de México,Xochimilco,Ciudad de México,Tetitla
257,16514,Ciudad de México,Xochimilco,Ciudad de México,Calpulco
258,16520,Ciudad de México,Xochimilco,Ciudad de México,La Planta
259,16530,Ciudad de México,Xochimilco,Ciudad de México,Las Cruces
260,16530,Ciudad de México,Xochimilco,Ciudad de México,Las Flores
261,16533,Ciudad de México,Xochimilco,Ciudad de México,Ahualapa
262,16550,Ciudad de México,Xochimilco,Ciudad de México,Valle de Santa María
263,16600,Ciudad de México,Xochimilco,Ciudad de México,San Gregorio Atlapulco
264,16604,Ciudad de México,Xochimilco,Ciudad de México,San Andrés
265,16605,Ciudad de México,Xochimilco,Ciudad de México,Los Reyes
266,16606,Ciudad de México,Xochimilco,Ciudad de México,3 de Mayo
267,16607,Ciudad de México,Xochimilco,Ciudad de México,San Antonio
268,16609,Ciudad de México,Xochimilco,Ciudad de México,La Candelaria
269,16610,Ciudad de México,Xochimilco,Ciudad de México,San Luis Tlaxialtemalco
270,16614,Ciudad de México,Xochimilco,Ciudad de México,Niños Héroes
271,16615,Ciudad de México,Xochimilco,Ciudad de México,La Asunción
272,16616,Ciudad de México,Xochimilco,Ciudad de México,Santa Cecilia
273,16617,Ciudad de México,Xochimilco,Ciudad de México,San Sebastián
274,16620,Ciudad de México,Xochimilco,Ciudad de México,San José
275,16629,Ciudad de México,Xochimilco,Ciudad de México,La Guadalupana
276,16629,Ciudad de México,Xochimilco,Ciudad de México,San Juan
277,16630,Ciudad de México,Xochimilco,Ciudad de México,San Juan Moyotepec
278,16640,Ciudad de México,Xochimilco,Ciudad de México,San Juan Minas
279,16710,Ciudad de México,Xochimilco,Ciudad de México,Quirino Mendoza
280,16720,Ciudad de México,Xochimilco,Ciudad de México,Del Carmen
281,16739,Ciudad de México,Xochimilco,Ciudad de México,San Isidro
282,16740,Ciudad de México,Xochimilco,Ciudad de México,Guadalupita
283,16749,Ciudad de México,Xochimilco,Ciudad de México,Las Animas
284,16750,Ciudad de México,Xochimilco,Ciudad de México,Calyequita
285,16770,Ciudad de México,Xochimilco,Ciudad de México,San Felipe
286,16776,Ciudad de México,Xochimilco,Ciudad de México,Santiaguito
287,1389,Ciudad de México,Álvaro Obregón,Ciudad de México,Santa Fe Tlayapaca
288,1400,Ciudad de México,Álvaro Obregón,Ciudad de México,Olivar del Conde 1a Sección
289,1400,Ciudad de México,Álvaro Obregón,Ciudad de México,Preconcreto
290,1407,Ciudad de México,Álvaro Obregón,Ciudad de México,Galeana
291,1408,Ciudad de México,Álvaro Obregón,Ciudad de México,Olivar del Conde 2a Sección
292,1410,Ciudad de México,Álvaro Obregón,Ciudad de México,Barrio Norte
293,1410,Ciudad de México,Álvaro Obregón,Ciudad de México,Palmas
294,1419,Ciudad de México,Álvaro Obregón,Ciudad de México,Minas Cristo Rey
295,1420,Ciudad de México,Álvaro Obregón,Ciudad de México,Sacramento
296,1420,Ciudad de México,Álvaro Obregón,Ciudad de México,Santa María Nonoalco
297,1430,Ciudad de México,Álvaro Obregón,Ciudad de México,Colina del Sur
298,1450,Ciudad de México,Álvaro Obregón,Ciudad de México,Hogar y Redención
299,1460,Ciudad de México,Álvaro Obregón,Ciudad de México,Alfonso XIII
300,1470,Ciudad de México,Álvaro Obregón,Ciudad de México,Alfalfar
301,1470,Ciudad de México,Álvaro Obregón,Ciudad de México,Molino de Rosas
302,1480,Ciudad de México,Álvaro Obregón,Ciudad de México,Lomas de Plateros
303,1490,Ciudad de México,Álvaro Obregón,Ciudad de México,La Cascada
304,1500,Ciudad de México,Álvaro Obregón,Ciudad de México,Santa Lucía
305,1500,Ciudad de México,Álvaro Obregón,Ciudad de México,Miguel Gaona Armenta
306,1509,Ciudad de México,Álvaro Obregón,Ciudad de México,Santa Lucía Chantepec
307,1510,Ciudad de México,Álvaro Obregón,Ciudad de México,Garcimarrero
308,1510,Ciudad de México,Álvaro Obregón,Ciudad de México,La Araña
309,1510,Ciudad de México,Álvaro Obregón,Ciudad de México,Los Cedros
310,1520,Ciudad de México,Álvaro Obregón,Ciudad de México,Ampliación Los Pirules
311,1520,Ciudad de México,Álvaro Obregón,Ciudad de México,Estado de Hidalgo
312,1520,Ciudad de México,Álvaro Obregón,Ciudad de México,Ampliación Estado de Hidalgo
313,1520,Ciudad de México,Álvaro Obregón,Ciudad de México,Piru Santa Lucía
314,1520,Ciudad de México,Álvaro Obregón,Ciudad de México,El Politoco
315,1530,Ciudad de México,Álvaro Obregón,Ciudad de México,Corpus Christy
316,1538,Ciudad de México,Álvaro Obregón,Ciudad de México,Tepopotla
317,1539,Ciudad de México,Álvaro Obregón,Ciudad de México,Acuilotla
318,1539,Ciudad de México,Álvaro Obregón,Ciudad de México,Cooperativa Unión Olivos
319,1540,Ciudad de México,Álvaro Obregón,Ciudad de México,Balcones de Cehuayo
320,1540,Ciudad de México,Álvaro Obregón,Ciudad de México,Cehuaya
321,1540,Ciudad de México,Álvaro Obregón,Ciudad de México,Llano Redondo
322,1540,Ciudad de México,Álvaro Obregón,Ciudad de México,Punta de Cehuaya
323,1548,Ciudad de México,Álvaro Obregón,Ciudad de México,Villa Progresista
324,1549,Ciudad de México,Álvaro Obregón,Ciudad de México,Dos Ríos del Pueblo Santa Lucía
325,1550,Ciudad de México,Álvaro Obregón,Ciudad de México,Tepeaca
326,1550,Ciudad de México,Álvaro Obregón,Ciudad de México,Ampliación Tepeaca
327,1550,Ciudad de México,Álvaro Obregón,Ciudad de México,Rinconada Las Cuevitas
328,1560,Ciudad de México,Álvaro Obregón,Ciudad de México,Ave Real
329,1560,Ciudad de México,Álvaro Obregón,Ciudad de México,Canutillo
330,1560,Ciudad de México,Álvaro Obregón,Ciudad de México,Canutillo 3a Sección
331,1560,Ciudad de México,Álvaro Obregón,Ciudad de México,Canutillo 2a Sección
332,1566,Ciudad de México,Álvaro Obregón,Ciudad de México,Hueytlale
333,1569,Ciudad de México,Álvaro Obregón,Ciudad de México,Reacomodo Valentín Gómez Farías
334,1588,Ciudad de México,Álvaro Obregón,Ciudad de México,Tarango
335,1590,Ciudad de México,Álvaro Obregón,Ciudad de México,El Rincón
336,1600,Ciudad de México,Álvaro Obregón,Ciudad de México,Merced Gómez
337,1610,Ciudad de México,Álvaro Obregón,Ciudad de México,Colinas de Tarango
338,1610,Ciudad de México,Álvaro Obregón,Ciudad de México,Profesor J. Arturo López Martínez
339,1618,Ciudad de México,Álvaro Obregón,Ciudad de México,Arcos Centenario
340,1618,Ciudad de México,Álvaro Obregón,Ciudad de México,Ex-Hacienda de Tarango
341,1619,Ciudad de México,Álvaro Obregón,Ciudad de México,La Martinica
342,3100,Ciudad de México,Benito Juárez,Ciudad de México,Insurgentes San Borja
343,3103,Ciudad de México,Benito Juárez,Ciudad de México,Del Valle Norte
344,3104,Ciudad de México,Benito Juárez,Ciudad de México,Del Valle Sur
345,3200,Ciudad de México,Benito Juárez,Ciudad de México,Tlacoquemécatl
346,3230,Ciudad de México,Benito Juárez,Ciudad de México,Actipan
347,3240,Ciudad de México,Benito Juárez,Ciudad de México,Acacias
348,3300,Ciudad de México,Benito Juárez,Ciudad de México,Portales Sur
349,3303,Ciudad de México,Benito Juárez,Ciudad de México,Portales Norte
350,3310,Ciudad de México,Benito Juárez,Ciudad de México,Santa Cruz Atoyac
351,3320,Ciudad de México,Benito Juárez,Ciudad de México,Residencial Emperadores
352,3330,Ciudad de México,Benito Juárez,Ciudad de México,Xoco
353,3340,Ciudad de México,Benito Juárez,Ciudad de México,General Pedro María Anaya
354,3400,Ciudad de México,Benito Juárez,Ciudad de México,Álamos
355,3410,Ciudad de México,Benito Juárez,Ciudad de México,Postal
356,3420,Ciudad de México,Benito Juárez,Ciudad de México,Miguel Alemán
357,3430,Ciudad de México,Benito Juárez,Ciudad de México,Josefa Ortiz de Domínguez
358,3440,Ciudad de México,Benito Juárez,Ciudad de México,Niños Héroes
359,3500,Ciudad de México,Benito Juárez,Ciudad de México,Nativitas
360,3510,Ciudad de México,Benito Juárez,Ciudad de México,Moderna
361,3520,Ciudad de México,Benito Juárez,Ciudad de México,Iztaccihuatl
362,3530,Ciudad de México,Benito Juárez,Ciudad de México,Villa de Cortes
363,3540,Ciudad de México,Benito Juárez,Ciudad de México,Del Carmen
364,3550,Ciudad de México,Benito Juárez,Ciudad de México,Zacahuitzco
365,3560,Ciudad de México,Benito Juárez,Ciudad de México,Albert
366,3570,Ciudad de México,Benito Juárez,Ciudad de México,Portales Oriente
367,3580,Ciudad de México,Benito Juárez,Ciudad de México,Miravalle
368,3590,Ciudad de México,Benito Juárez,Ciudad de México,Ermita
369,3600,Ciudad de México,Benito Juárez,Ciudad de México,Vértiz Narvarte
370,3610,Ciudad de México,Benito Juárez,Ciudad de México,Américas Unidas
371,3620,Ciudad de México,Benito Juárez,Ciudad de México,Periodista
372,3630,Ciudad de México,Benito Juárez,Ciudad de México,Independencia
373,3640,Ciudad de México,Benito Juárez,Ciudad de México,Del Lago
374,3650,Ciudad de México,Benito Juárez,Ciudad de México,Letrán Valle
375,3660,Ciudad de México,Benito Juárez,Ciudad de México,San Simón Ticumac
376,3700,Ciudad de México,Benito Juárez,Ciudad de México,Santa María Nonoalco
377,3710,Ciudad de México,Benito Juárez,Ciudad de México,Ciudad de los Deportes
378,3720,Ciudad de México,Benito Juárez,Ciudad de México,Nochebuena
379,3730,Ciudad de México,Benito Juárez,Ciudad de México,San Juan
380,3740,Ciudad de México,Benito Juárez,Ciudad de México,Extremadura Insurgentes
381,3800,Ciudad de México,Benito Juárez,Ciudad de México,San Pedro de los Pinos
382,3810,Ciudad de México,Benito Juárez,Ciudad de México,Nápoles
383,3820,Ciudad de México,Benito Juárez,Ciudad de México,8 de Agosto
384,3840,Ciudad de México,Benito Juárez,Ciudad de México,Ampliación Nápoles
385,3900,Ciudad de México,Benito Juárez,Ciudad de México,San José Insurgentes
386,3910,Ciudad de México,Benito Juárez,Ciudad de México,Mixcoac
387,3920,Ciudad de México,Benito Juárez,Ciudad de México,Insurgentes Mixcoac
388,3930,Ciudad de México,Benito Juárez,Ciudad de México,Merced Gómez
389,3940,Ciudad de México,Benito Juárez,Ciudad de México,Crédito Constructor
390,4000,Ciudad de México,Coyoacán,Ciudad de México,Villa Coyoacán
391,4010,Ciudad de México,Coyoacán,Ciudad de México,Santa Catarina
392,6600,Ciudad de México,Cuauhtémoc,Ciudad de México,Juárez
393,6700,Ciudad de México,Cuauhtémoc,Ciudad de México,Roma Norte
394,6720,Ciudad de México,Cuauhtémoc,Ciudad de México,Doctores
395,6760,Ciudad de México,Cuauhtémoc,Ciudad de México,Roma Sur
396,6780,Ciudad de México,Cuauhtémoc,Ciudad de México,Buenos Aires
397,6800,Ciudad de México,Cuauhtémoc,Ciudad de México,Obrera
398,6820,Ciudad de México,Cuauhtémoc,Ciudad de México,Tránsito
399,6840,Ciudad de México,Cuauhtémoc,Ciudad de México,Esperanza
400,6850,Ciudad de México,Cuauhtémoc,Ciudad de México,Asturias
401,6860,Ciudad de México,Cuauhtémoc,Ciudad de México,Vista Alegre
402,6870,Ciudad de México,Cuauhtémoc,Ciudad de México,Paulino Navarro
403,6880,Ciudad de México,Cuauhtémoc,Ciudad de México,Algarin
404,6890,Ciudad de México,Cuauhtémoc,Ciudad de México,Ampliación Asturias
405,6900,Ciudad de México,Cuauhtémoc,Ciudad de México,Nonoalco Tlatelolco
406,6920,Ciudad de México,Cuauhtémoc,Ciudad de México,San Simón Tolnáhuac
407,7000,Ciudad de México,Gustavo A. Madero,Ciudad de México,Aragón la Villa
408,7010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Rosas del Tepeyac
409,7010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Santa Isabel Tola
410,7010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Tepetates
411,7020,Ciudad de México,Gustavo A. Madero,Ciudad de México,Tepeyac Insurgentes
412,7040,Ciudad de México,Gustavo A. Madero,Ciudad de México,Santiago Atzacoalco
413,7050,Ciudad de México,Gustavo A. Madero,Ciudad de México,Villa Gustavo A. Madero
414,7058,Ciudad de México,Gustavo A. Madero,Ciudad de México,15 de Agosto
415,7060,Ciudad de México,Gustavo A. Madero,Ciudad de México,Estanzuela
416,7069,Ciudad de México,Gustavo A. Madero,Ciudad de México,Triunfo de La República
417,7070,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Cruz
418,7070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Dinamita
419,7070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Martín Carrera
420,7080,Ciudad de México,Gustavo A. Madero,Ciudad de México,Gabriel Hernández
421,7089,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Gabriel Hernández
422,7090,Ciudad de México,Gustavo A. Madero,Ciudad de México,C.T.M. Atzacoalco
423,7090,Ciudad de México,Gustavo A. Madero,Ciudad de México,C.T.M. El Risco
424,7100,Ciudad de México,Gustavo A. Madero,Ciudad de México,Cuautepec Barrio Alto
425,7100,Ciudad de México,Gustavo A. Madero,Ciudad de México,San Miguel
426,7109,Ciudad de México,Gustavo A. Madero,Ciudad de México,San Antonio
427,7110,Ciudad de México,Gustavo A. Madero,Ciudad de México,Lomas de Cuautepec
428,7119,Ciudad de México,Gustavo A. Madero,Ciudad de México,Malacates
429,7119,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Malacates
430,7130,Ciudad de México,Gustavo A. Madero,Ciudad de México,Compositores Mexicanos
431,7130,Ciudad de México,Gustavo A. Madero,Ciudad de México,El Tepetatal
432,7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Arboledas
433,7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Ampliación Arboledas
434,7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Forestal
435,7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Forestal I
436,7144,Ciudad de México,Gustavo A. Madero,Ciudad de México,Forestal II
437,7144,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Lengüeta
438,7149,Ciudad de México,Gustavo A. Madero,Ciudad de México,Parque Metropolitano
439,7150,Ciudad de México,Gustavo A. Madero,Ciudad de México,Juventino Rosas
440,7150,Ciudad de México,Gustavo A. Madero,Ciudad de México,La Casilda
441,7160,Ciudad de México,Gustavo A. Madero,Ciudad de México,Loma La Palma
442,7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Luis Donaldo Colosio
443,7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Tlacaélel
444,7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Graciano Sánchez
445,7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Prados de Cuautepec
446,7170,Ciudad de México,Gustavo A. Madero,Ciudad de México,Palmatitla
447,8760,Ciudad de México,Iztacalco,Ciudad de México,Los Picos de Iztacalco Sección 2A
448,8760,Ciudad de México,Iztacalco,Ciudad de México,Los Picos de Iztacalco Sección 1B
449,8770,Ciudad de México,Iztacalco,Ciudad de México,Los Picos de Iztacalco Sección 1A
450,8800,Ciudad de México,Iztacalco,Ciudad de México,Santiago Sur
451,8810,Ciudad de México,Iztacalco,Ciudad de México,Reforma Iztaccíhuatl Norte
452,8830,Ciudad de México,Iztacalco,Ciudad de México,Militar Marte
453,8840,Ciudad de México,Iztacalco,Ciudad de México,Reforma Iztaccíhuatl Sur
454,8900,Ciudad de México,Iztacalco,Ciudad de México,INFONAVIT Iztacalco
455,8910,Ciudad de México,Iztacalco,Ciudad de México,Santa Cruz
456,8920,Ciudad de México,Iztacalco,Ciudad de México,Jardines Tecma
457,8930,Ciudad de México,Iztacalco,Ciudad de México,Campamento 2 de Octubre
458,9000,Ciudad de México,Iztapalapa,Ciudad de México,La Asunción
459,9000,Ciudad de México,Iztapalapa,Ciudad de México,San Ignacio
460,9000,Ciudad de México,Iztapalapa,Ciudad de México,San José
461,9000,Ciudad de México,Iztapalapa,Ciudad de México,San Lucas
462,9000,Ciudad de México,Iztapalapa,Ciudad de México,San Pablo
463,9000,Ciudad de México,Iztapalapa,Ciudad de México,San Pedro
464,9000,Ciudad de México,Iztapalapa,Ciudad de México,Santa Bárbara
465,9010,Ciudad de México,Iztapalapa,Ciudad de México,Real del Moral
466,9020,Ciudad de México,Iztapalapa,Ciudad de México,Dr. Alfonso Ortiz Tirado
467,9030,Ciudad de México,Iztapalapa,Ciudad de México,Paseos de Churubusco
468,9040,Ciudad de México,Iztapalapa,Ciudad de México,Central de Abasto
469,9060,Ciudad de México,Iztapalapa,Ciudad de México,Escuadrón 201
470,9060,Ciudad de México,Iztapalapa,Ciudad de México,Sector Popular
471,9070,Ciudad de México,Iztapalapa,Ciudad de México,Granjas de San Antonio
472,9080,Ciudad de México,Iztapalapa,Ciudad de México,Cacama
473,9089,Ciudad de México,Iztapalapa,Ciudad de México,Unidad Modelo
474,9090,Ciudad de México,Iztapalapa,Ciudad de México,Héroes de Churubusco
475,9099,Ciudad de México,Iztapalapa,Ciudad de México,Mexicaltzingo
476,9100,Ciudad de México,Iztapalapa,Ciudad de México,Juan Escutia
477,9130,Ciudad de México,Iztapalapa,Ciudad de México,San Lorenzo Xicotencatl
478,9140,Ciudad de México,Iztapalapa,Ciudad de México,Santa Martha Acatitla Norte
479,9180,Ciudad de México,Iztapalapa,Ciudad de México,Ermita Zaragoza
480,9200,Ciudad de México,Iztapalapa,Ciudad de México,Unidad Vicente Guerrero
481,9208,Ciudad de México,Iztapalapa,Ciudad de México,Chinampac de Juárez
482,9209,Ciudad de México,Iztapalapa,Ciudad de México,Renovación
483,9210,Ciudad de México,Iztapalapa,Ciudad de México,Tepalcates
484,9220,Ciudad de México,Iztapalapa,Ciudad de México,Unidad Ejército Constitucionalista
485,9230,Ciudad de México,Iztapalapa,Ciudad de México,Álvaro Obregón
486,9230,Ciudad de México,Iztapalapa,Ciudad de México,Ejército de Oriente
487,9230,Ciudad de México,Iztapalapa,Ciudad de México,El Paraíso
488,9230,Ciudad de México,Iztapalapa,Ciudad de México,José María Morelos y Pavón
489,9239,Ciudad de México,Iztapalapa,Ciudad de México,Ejército de Oriente Zona Peñón
490,9240,Ciudad de México,Iztapalapa,Ciudad de México,Progresista
491,9250,Ciudad de México,Iztapalapa,Ciudad de México,La Regadera
492,9260,Ciudad de México,Iztapalapa,Ciudad de México,Constitución de 1917
493,9270,Ciudad de México,Iztapalapa,Ciudad de México,Colonial Iztapalapa
494,9280,Ciudad de México,Iztapalapa,Ciudad de México,Jacarandas
495,9290,Ciudad de México,Iztapalapa,Ciudad de México,Santa Cruz Meyehualco
496,9300,Ciudad de México,Iztapalapa,Ciudad de México,Guadalupe del Moral
497,9310,Ciudad de México,Iztapalapa,Ciudad de México,Leyes de Reforma 1a Sección
498,9310,Ciudad de México,Iztapalapa,Ciudad de México,Leyes de Reforma 2a Sección
499,9310,Ciudad de México,Iztapalapa,Ciudad de México,Leyes de Reforma 3a Sección
500,9319,Ciudad de México,Iztapalapa,Ciudad de México,Cuchilla del Moral
501,9320,Ciudad de México,Iztapalapa,Ciudad de México,Sideral
502,10368,Ciudad de México,La Magdalena Contreras,Ciudad de México,Ampliación Potrerillo
503,10369,Ciudad de México,La Magdalena Contreras,Ciudad de México,Ampliación Lomas de San Bernabé
504,10369,Ciudad de México,La Magdalena Contreras,Ciudad de México,Tierra Unida
505,10370,Ciudad de México,La Magdalena Contreras,Ciudad de México,Palmas
506,10378,Ciudad de México,La Magdalena Contreras,Ciudad de México,Atacaxco
507,10379,Ciudad de México,La Magdalena Contreras,Ciudad de México,Vista Hermosa
508,10380,Ciudad de México,La Magdalena Contreras,Ciudad de México,Barros Sierra
509,10400,Ciudad de México,La Magdalena Contreras,Ciudad de México,San Jerónimo Aculco
510,10500,Ciudad de México,La Magdalena Contreras,Ciudad de México,Barrio San Francisco
511,10580,Ciudad de México,La Magdalena Contreras,Ciudad de México,Barranca Seca
512,10600,Ciudad de México,La Magdalena Contreras,Ciudad de México,El Rosal
513,10610,Ciudad de México,La Magdalena Contreras,Ciudad de México,El Toro
514,10620,Ciudad de México,La Magdalena Contreras,Ciudad de México,Potrerillo
515,10630,Ciudad de México,La Magdalena Contreras,Ciudad de México,El Ocotal
516,10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,La Carbonera
517,10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,Pueblo Nuevo Alto
518,10640,Ciudad de México,La Magdalena Contreras,Ciudad de México,Pueblo Nuevo Bajo
519,10660,Ciudad de México,La Magdalena Contreras,Ciudad de México,El Ermitaño
520,10700,Ciudad de México,La Magdalena Contreras,Ciudad de México,Héroes de Padierna
521,10710,Ciudad de México,La Magdalena Contreras,Ciudad de México,Santa Teresa
522,10800,Ciudad de México,La Magdalena Contreras,Ciudad de México,La Cruz
523,10810,Ciudad de México,La Magdalena Contreras,Ciudad de México,San Francisco
524,10820,Ciudad de México,La Magdalena Contreras,Ciudad de México,La Guadalupe
525,10830,Ciudad de México,La Magdalena Contreras,Ciudad de México,La Concepción
526,10840,Ciudad de México,La Magdalena Contreras,Ciudad de México,Las Calles
527,10840,Ciudad de México,La Magdalena Contreras,Ciudad de México,Plazuela del Pedregal
528,10900,Ciudad de México,La Magdalena Contreras,Ciudad de México,San Nicolás Totolapan
529,10910,Ciudad de México,La Magdalena Contreras,Ciudad de México,La Magdalena
530,10920,Ciudad de México,La Magdalena Contreras,Ciudad de México,Las Huertas
531,10926,Ciudad de México,La Magdalena Contreras,Ciudad de México,Tierra Colorada
532,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec I Sección
533,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec VIII Sección
534,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec II Sección
535,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec III Sección
536,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec IV Sección
537,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec V Sección
538,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec VI Sección
539,11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Chapultepec VII Sección
540,11040,Ciudad de México,Miguel Hidalgo,Ciudad de México,Molino del Rey
541,11100,Ciudad de México,Miguel Hidalgo,Ciudad de México,Bosque de Chapultepec II Sección
542,11100,Ciudad de México,Miguel Hidalgo,Ciudad de México,Bosque de Chapultepec III Sección
543,11200,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas Hermosa
544,11200,Ciudad de México,Miguel Hidalgo,Ciudad de México,Lomas de Sotelo
545,11210,Ciudad de México,Miguel Hidalgo,Ciudad de México,San Lorenzo Tlaltenango
546,11220,Ciudad de México,Miguel Hidalgo,Ciudad de México,Periodista
547,11230,Ciudad de México,Miguel Hidalgo,Ciudad de México,Argentina Poniente
548,13510,Ciudad de México,Tláhuac,Ciudad de México,La Lupita
549,13520,Ciudad de México,Tláhuac,Ciudad de México,Francisco Villa
550,13529,Ciudad de México,Tláhuac,Ciudad de México,La Loma
551,13530,Ciudad de México,Tláhuac,Ciudad de México,Jaime Torres Bodet
552,13530,Ciudad de México,Tláhuac,Ciudad de México,La Asunción
553,13540,Ciudad de México,Tláhuac,Ciudad de México,El Rosario
554,13540,Ciudad de México,Tláhuac,Ciudad de México,Tierra Blanca
555,13545,Ciudad de México,Tláhuac,Ciudad de México,Ampliación La Conchita
556,13546,Ciudad de México,Tláhuac,Ciudad de México,Olivar Santa María
557,13549,Ciudad de México,Tláhuac,Ciudad de México,Peña Alta
558,13550,Ciudad de México,Tláhuac,Ciudad de México,Jardines del Llano
559,13550,Ciudad de México,Tláhuac,Ciudad de México,Potrero del Llano
560,13600,Ciudad de México,Tláhuac,Ciudad de México,San Bartolomé
561,13610,Ciudad de México,Tláhuac,Ciudad de México,Los Reyes
562,13625,Ciudad de México,Tláhuac,Ciudad de México,Santa Cruz
563,13630,Ciudad de México,Tláhuac,Ciudad de México,San Agustín
564,13640,Ciudad de México,Tláhuac,Ciudad de México,San Miguel
565,13700,Ciudad de México,Tláhuac,Ciudad de México,San Nicolás Tetelco
566,13700,Ciudad de México,Tláhuac,Ciudad de México,Tepantitlamilco
567,14000,Ciudad de México,Tlalpan,Ciudad de México,Tlalpan Centro
568,14000,Ciudad de México,Tlalpan,Ciudad de México,Tlalpan
569,14010,Ciudad de México,Tlalpan,Ciudad de México,Parque del Pedregal
570,14020,Ciudad de México,Tlalpan,Ciudad de México,Villa Olímpica
571,14030,Ciudad de México,Tlalpan,Ciudad de México,Isidro Fabela
572,14039,Ciudad de México,Tlalpan,Ciudad de México,Ampliación Isidro Fabela
573,14040,Ciudad de México,Tlalpan,Ciudad de México,Cantera Puente de Piedra
574,14040,Ciudad de México,Tlalpan,Ciudad de México,Pueblo Quieto
575,14049,Ciudad de México,Tlalpan,Ciudad de México,Comuneros de Santa Úrsula
